,timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
0,1581359580.353,12.207,53.71100000000001,52.734,-1.465,0.0,0
1,1581359580.357,-3.418,47.852,35.645,-4.883,0.0,0
2,1581359580.361,0.0,46.875,23.926,15.625,0.0,0
3,1581359580.365,11.719,50.78100000000001,27.832,18.066,0.0,0
4,1581359580.369,14.16,50.78100000000001,41.504,0.488,0.0,0
5,1581359580.373,-0.977,52.246,41.992,7.812,0.0,0
6,1581359580.377,-2.441,54.688,42.969,11.23,0.0,0
7,1581359580.38,18.066,60.059,46.387,-8.789,0.0,0
8,1581359580.3839998,23.438,62.988,47.363,0.977,0.0,0
9,1581359580.3879998,21.484,65.918,51.758,30.762,0.0,0
10,1581359580.3920002,19.043,63.965,37.598,4.395,0.0,0
11,1581359580.396,22.949,59.57,30.762,-0.488,0.0,0
12,1581359580.3979998,18.066,62.012,41.992,6.348,0.0,0
13,1581359580.4020002,19.043,59.082,47.363,8.301,0.0,0
14,1581359580.406,15.625,58.594,45.898,25.879,0.0,0
15,1581359580.41,9.766,60.547,43.457,10.742,0.0,0
16,1581359580.414,10.254,64.941,38.574,11.719,0.0,0
17,1581359580.418,13.672,66.895,48.34,14.16,0.0,0
18,1581359580.4220002,9.766,63.477,55.176,20.02,0.0,0
19,1581359580.425,-4.395,60.059,50.78100000000001,20.02,0.0,0
20,1581359580.429,6.348,55.664,47.852,14.16,0.0,0
21,1581359580.4329998,21.973000000000006,55.664,41.01600000000001,-3.906,0.0,0
22,1581359580.437,-1.465,59.082,33.691,-11.719,0.0,0
23,1581359580.441,-19.043,61.035,33.691,7.812,0.0,0
24,1581359580.458,-8.789,62.988,41.992,-1.465,0.0,0
25,1581359580.462,12.695,67.383,43.945,9.766,0.0,0
26,1581359580.466,-5.371,68.359,39.062,17.09,0.0,0
27,1581359580.47,-14.648,62.988,40.527,20.02,0.0,0
28,1581359580.474,9.277,63.477,38.086,20.996,0.0,0
29,1581359580.478,8.789,65.43,29.785,5.859,0.0,0
30,1581359580.482,-3.418,63.477,35.156,10.742,0.0,0
31,1581359580.485,-3.906,60.547,38.574,0.977,0.0,0
32,1581359580.4889998,1.953,58.105,33.203,9.277,0.0,0
33,1581359580.4929998,-1.465,58.594,32.715,0.0,0.0,0
34,1581359580.4970002,-3.418,58.105,39.062,-7.812,0.0,0
35,1581359580.5010002,-6.836,62.012,44.434,41.504,0.0,0
36,1581359580.5029998,-26.855,62.5,43.457,32.715,0.0,0
37,1581359580.5070002,-10.742,59.57,40.039,9.277,0.0,0
38,1581359580.5110002,2.441,57.129,35.645,1.465,0.0,0
39,1581359580.515,2.93,51.27,37.598,38.574,0.0,0
40,1581359580.519,17.09,49.805,40.527,56.64100000000001,0.0,0
41,1581359580.5229998,21.484,53.223,33.691,28.809,0.0,0
42,1581359580.5270002,8.789,54.199,32.715,8.789,0.0,0
43,1581359580.53,-14.16,55.176,35.156,12.207,0.0,0
44,1581359580.534,-33.691,52.246,37.598,19.531,0.0,0
45,1581359580.538,-10.254,51.27,49.316,3.906,0.0,0
46,1581359580.542,-4.395,53.71100000000001,42.48,-4.395,0.0,0
47,1581359580.546,-30.762,51.27,31.25,9.766,0.0,0
48,1581359580.548,-44.434,46.387,37.109,18.066,0.0,0
49,1581359580.552,-21.973000000000006,45.898,40.039,20.02,0.0,0
50,1581359580.556,-1.953,50.293,33.691,-4.395,0.0,0
51,1581359580.56,-5.371,55.176,30.762,2.93,0.0,0
52,1581359580.564,-27.344,57.617,33.691,35.645,0.0,0
53,1581359580.5679998,-42.48,56.64100000000001,16.602,6.348,0.0,0
54,1581359580.572,4.883,60.547,29.297,-24.414,0.0,0
55,1581359580.575,22.949,61.523,53.223,5.859,0.0,0
56,1581359580.579,-10.742,56.64100000000001,40.039,27.344,0.0,0
57,1581359580.583,-40.039,56.64100000000001,49.316,16.113,0.0,0
58,1581359580.587,-9.277,56.152,55.664,14.648,0.0,0
59,1581359580.591,-3.906,51.27,41.01600000000001,9.277,0.0,0
60,1581359580.593,-35.156,63.965,36.133,6.348,0.0,0
61,1581359580.597,-28.32,85.449,42.969,20.02,0.0,0
62,1581359580.601,-30.273000000000003,89.844,46.387,16.113,0.0,0
63,1581359580.605,-18.066,87.891,50.78100000000001,12.207,0.0,0
64,1581359580.609,-18.555,81.543,50.78100000000001,12.695,0.0,0
65,1581359580.613,-28.809,75.195,44.922,7.324,0.0,0
66,1581359580.617,-17.09,75.684,42.48,8.301,0.0,0
67,1581359580.62,-30.762,73.242,31.738000000000003,-5.371,0.0,0
68,1581359580.6239998,-49.316,65.43,26.855,-16.602,0.0,0
69,1581359580.6279998,-27.344,65.918,35.645,-8.789,0.0,0
70,1581359580.6320002,-14.16,69.824,38.086,-5.859,0.0,0
71,1581359580.6360002,-13.672,68.359,39.062,1.465,0.0,0
72,1581359580.6379998,1.953,66.895,42.969,12.695,0.0,0
73,1581359580.6420002,-14.648,66.895,46.875,9.277,0.0,0
