timestamps,TP9,AF7,AF8,TP10,Marker0
1582738472.102,37.598,16.602,25.391,29.785,0
1582738472.106,35.645,-36.133,21.973,29.785,0
1582738472.110,31.738,29.785,18.066,29.297,0
1582738472.114,35.645,-17.578,25.391,34.668,0
1582738472.118,41.992,-111.328,34.180,35.645,0
1582738472.122,43.457,-98.145,30.273,31.738,0
1582738472.126,33.203,-136.230,22.461,26.855,0
1582738472.129,25.879,-52.246,21.973,24.414,0
1582738472.133,29.785,-145.020,24.902,27.344,0
1582738472.137,37.598,-203.613,25.879,32.227,0
1582738472.141,33.691,89.355,29.297,34.180,0
1582738472.145,21.484,87.402,30.762,31.250,0
1582738472.147,24.414,-12.695,26.367,32.227,0
1582738472.151,29.297,75.684,26.367,39.551,0
1582738472.155,25.879,120.117,29.297,38.086,0
1582738472.159,26.855,9.766,29.785,27.832,0
1582738472.163,26.855,-108.398,27.832,22.461,0
1582738472.167,24.902,-92.285,26.855,18.555,0
1582738472.171,23.438,-40.039,24.414,16.113,0
1582738472.174,24.414,-106.445,22.949,19.043,0
1582738472.178,28.809,-233.887,23.438,20.508,0
1582738472.182,29.785,-16.602,21.973,18.555,0
1582738472.186,25.391,167.969,23.438,18.555,0
1582738472.190,21.484,17.578,28.809,22.949,0
1582738472.192,24.902,-86.914,29.297,24.902,0
1582738472.196,23.438,41.016,26.855,18.066,0
1582738472.200,20.508,146.973,24.902,18.555,0
1582738472.204,26.855,33.203,24.414,19.043,0
1582738472.208,24.414,-84.473,28.809,20.508,0
1582738472.212,20.508,-106.934,24.902,28.809,0
1582738472.216,24.414,-13.184,20.020,27.344,0
1582738472.219,23.926,-144.531,23.926,20.020,0
1582738472.223,21.973,-286.621,25.879,18.555,0
1582738472.227,21.484,-36.133,26.855,22.461,0
1582738472.231,24.414,19.531,22.461,21.484,0
1582738472.235,36.133,59.570,17.578,35.645,0
1582738472.237,44.434,51.758,24.414,60.059,0
1582738472.241,27.832,78.125,33.691,39.551,0
1582738472.245,22.461,105.957,34.668,14.648,0
1582738472.249,30.762,44.922,36.133,21.973,0
1582738472.253,23.438,12.695,35.645,22.949,0
1582738472.257,21.973,-79.102,32.227,19.531,0
1582738472.261,28.809,-147.461,30.273,20.020,0
1582738472.264,26.367,-202.148,31.738,13.672,0
1582738472.268,20.508,-102.051,33.203,13.184,0
1582738472.272,18.066,-36.133,31.738,17.578,0
1582738472.276,20.996,-104.980,31.250,17.090,0
1582738472.280,24.902,-22.949,28.320,17.090,0
1582738472.282,21.973,1.953,23.926,19.043,0
1582738472.286,24.902,-21.484,24.414,20.996,0
1582738472.290,36.621,-42.969,22.461,20.020,0
1582738472.294,34.180,-51.270,20.996,18.066,0
1582738472.298,21.973,39.551,27.344,13.672,0
1582738472.302,23.926,-83.496,33.203,17.578,0
1582738472.306,35.645,-351.074,37.109,21.484,0
1582738472.309,36.133,-357.422,35.645,19.043,0
1582738472.313,26.855,-106.445,28.809,18.066,0
1582738472.317,22.461,-16.602,29.785,20.996,0
1582738472.321,19.043,-140.625,32.227,24.902,0
1582738472.325,16.602,-151.367,28.320,27.344,0
1582738472.327,16.113,32.227,27.832,28.320,0
1582738472.331,18.555,36.621,28.320,26.855,0
1582738472.335,24.414,-95.703,28.320,27.832,0
1582738472.339,25.879,-135.742,29.297,28.809,0
1582738472.343,23.926,-77.637,29.297,22.949,0
1582738472.347,21.484,-166.504,28.320,22.949,0
1582738472.351,20.996,-406.250,22.949,32.227,0
1582738472.354,20.020,-233.398,22.461,26.855,0
1582738472.358,19.043,11.719,26.367,16.113,0
1582738472.362,20.020,-89.355,28.809,20.996,0
1582738472.366,22.461,-183.594,27.344,23.926,0
1582738472.370,23.438,-72.754,27.832,20.508,0
1582738472.387,23.438,38.086,31.250,21.973,0
1582738472.391,21.484,-34.180,31.738,24.902,0
1582738472.395,17.090,-112.793,31.250,21.484,0
1582738472.399,13.184,-41.504,25.391,16.602,0
1582738472.403,20.508,27.832,24.902,22.949,0
1582738472.407,24.414,-39.551,29.297,26.855,0
1582738472.411,18.555,-131.836,25.391,23.438,0
1582738472.414,17.578,-173.340,19.531,20.996,0
1582738472.418,17.578,-41.016,24.414,22.949,0
1582738472.422,17.578,-116.699,30.273,25.879,0
1582738472.426,16.602,-134.277,28.809,22.461,0
1582738472.430,15.137,80.078,26.855,21.484,0
1582738472.432,22.461,-21.973,28.320,26.855,0
1582738472.436,29.785,-21.973,26.855,24.414,0
1582738472.440,30.273,125.488,26.855,21.973,0
1582738472.444,35.156,103.516,26.367,23.926,0
1582738472.448,38.574,18.066,25.391,23.926,0
1582738472.452,36.133,-35.645,27.344,24.414,0
1582738472.456,38.086,-89.844,25.391,21.973,0
1582738472.459,36.621,11.230,21.484,21.484,0
1582738472.463,30.273,-25.879,22.949,21.484,0
1582738472.467,31.250,-254.883,24.902,19.043,0
1582738472.471,39.551,-87.402,24.902,24.414,0
1582738472.475,41.016,107.910,22.949,22.949,0
1582738472.477,34.668,-60.059,20.020,21.484,0
1582738472.481,33.203,-64.941,26.367,34.668,0
1582738472.485,35.156,114.258,27.832,28.320,0
1582738472.489,31.738,117.188,26.855,19.531,0
1582738472.493,30.762,-16.602,27.832,22.949,0
1582738472.497,35.645,-123.047,25.391,22.949,0
1582738472.501,36.133,-72.266,24.902,20.996,0
1582738472.504,35.156,49.805,28.320,24.414,0
1582738472.508,39.062,-126.465,31.738,27.344,0
1582738472.512,35.645,-270.996,30.273,21.973,0
1582738472.516,33.203,50.781,24.414,23.926,0
1582738472.520,36.133,206.055,20.020,29.785,0
1582738472.522,35.645,65.918,21.484,23.926,0
1582738472.526,38.086,9.766,24.414,20.020,0
1582738472.530,34.180,98.145,23.926,19.531,0
1582738472.534,34.668,150.879,25.391,17.090,0
1582738472.538,39.551,61.035,30.273,22.949,0
1582738472.542,35.645,-136.719,27.832,21.484,0
1582738472.546,32.715,-80.078,25.879,20.996,0
1582738472.549,37.109,78.125,27.832,22.461,0
1582738472.553,37.598,-45.898,27.832,18.066,0
1582738472.557,31.250,-4.395,24.414,18.066,0
1582738472.561,35.156,160.156,24.414,23.926,0
1582738472.565,41.504,100.098,25.879,27.832,0
1582738472.567,40.039,58.105,24.902,24.902,0
1582738472.571,36.133,118.164,25.391,22.461,0
1582738472.575,27.344,89.844,25.391,18.555,0
1582738472.579,27.344,-21.973,22.949,18.066,0
1582738472.583,29.297,51.758,26.367,17.578,0
1582738472.587,20.996,9.766,26.855,9.277,0
1582738472.591,15.137,-78.613,26.855,7.324,0
1582738472.594,12.695,-141.113,29.297,0.977,0
1582738472.598,15.137,-144.531,31.250,-0.977,0
1582738472.602,11.719,147.949,34.180,8.789,0
