timestamps,TP9,AF7,AF8,TP10,Marker0
1581361877.595,23.438,14.160,23.926,13.184,0
1581361877.599,40.527,24.902,24.902,13.672,0
1581361877.603,48.828,26.855,31.250,7.324,0
1581361877.607,38.086,25.391,34.180,29.785,0
1581361877.611,23.926,20.508,36.621,42.480,0
1581361877.615,41.016,13.184,20.996,44.434,0
1581361877.619,57.617,15.137,31.250,41.016,0
1581361877.622,38.086,20.020,53.223,33.203,0
1581361877.626,16.113,12.207,47.852,36.621,0
1581361877.630,22.949,9.766,48.828,35.156,0
1581361877.634,39.551,20.020,48.340,33.691,0
1581361877.638,33.203,19.043,35.645,33.203,0
1581361877.640,23.438,8.789,35.645,28.320,0
1581361877.644,23.438,14.160,32.227,32.227,0
1581361877.648,37.598,25.879,29.785,28.809,0
1581361877.652,44.922,24.414,36.621,26.367,0
1581361877.656,25.879,19.531,21.973,29.297,0
1581361877.660,24.902,20.508,14.648,27.832,0
1581361877.664,47.852,20.996,32.715,21.973,0
1581361877.667,52.246,26.855,49.805,17.090,0
1581361877.671,22.461,23.926,34.180,21.484,0
1581361877.675,12.207,16.602,15.137,19.043,0
1581361877.679,36.133,25.391,48.828,13.184,0
1581361877.683,53.223,33.203,56.641,20.996,0
1581361877.685,38.086,34.180,36.133,15.625,0
1581361877.689,24.902,42.480,41.016,16.113,0
1581361877.693,46.387,41.504,47.363,20.996,0
1581361877.697,59.570,28.809,40.039,19.531,0
1581361877.701,42.969,32.715,37.598,20.508,0
1581361877.705,28.809,33.203,38.574,24.414,0
1581361877.709,37.598,29.785,48.340,32.227,0
1581361877.712,49.316,33.691,60.059,25.879,0
1581361877.716,46.875,32.715,42.480,25.879,0
1581361877.720,20.996,31.738,39.551,28.320,0
1581361877.724,16.602,29.785,62.500,25.879,0
1581361877.728,39.062,32.227,55.176,31.738,0
1581361877.730,42.480,31.738,39.062,28.809,0
1581361877.734,31.250,29.785,36.621,25.879,0
1581361877.738,24.414,29.297,46.387,27.832,0
1581361877.742,40.039,22.461,41.504,35.156,0
1581361877.746,53.711,29.785,38.086,32.715,0
1581361877.750,29.785,28.320,41.504,25.391,0
1581361877.754,6.836,19.531,41.016,26.855,0
1581361877.757,13.184,20.020,30.273,19.043,0
1581361877.761,26.367,17.578,16.602,8.789,0
1581361877.765,17.578,25.391,33.691,11.230,0
1581361877.769,-1.953,37.598,30.273,23.926,0
1581361877.773,-1.465,31.250,14.648,22.949,0
1581361877.775,18.555,20.508,16.602,13.184,0
1581361877.779,21.973,28.320,35.156,16.602,0
1581361877.783,0.977,36.133,33.691,16.602,0
1581361877.787,-6.348,24.414,15.137,10.254,0
1581361877.791,17.578,21.484,23.926,20.020,0
1581361877.795,23.438,28.320,46.875,29.297,0
1581361877.799,5.371,24.902,61.035,32.227,0
1581361877.802,0.977,22.461,41.992,37.598,0
1581361877.806,14.160,23.926,43.945,23.926,0
1581361877.810,30.273,21.484,68.359,19.531,0
1581361877.814,24.902,24.414,54.688,33.691,0
1581361877.818,12.695,34.180,47.852,39.551,0
1581361877.820,27.832,34.180,49.316,32.715,0
1581361877.824,41.504,23.926,49.316,22.461,0
1581361877.828,30.273,23.438,41.016,28.809,0
1581361877.832,16.113,27.344,39.551,39.062,0
1581361877.836,20.020,31.250,51.758,27.344,0
1581361877.840,37.109,28.809,43.457,19.531,0
1581361877.844,38.574,24.902,32.227,21.484,0
1581361877.847,13.184,22.461,25.879,10.742,0
1581361877.851,10.742,20.020,33.691,11.230,0
1581361877.855,31.738,25.879,34.180,20.508,0
1581361877.859,35.645,25.879,16.602,21.973,0
1581361877.863,27.832,16.113,21.973,28.320,0
1581361877.865,17.090,19.043,37.598,28.809,0
1581361877.869,29.785,25.879,39.551,33.203,0
1581361877.873,49.316,20.996,33.691,34.668,0
1581361877.877,38.574,21.973,30.273,30.762,0
1581361877.881,23.438,28.320,40.527,33.691,0
1581361877.885,35.156,27.832,26.855,39.062,0
1581361877.889,57.617,30.273,11.719,35.156,0
1581361877.892,50.293,30.762,27.832,32.715,0
1581361877.896,22.461,20.508,43.945,34.180,0
1581361877.900,27.344,10.742,36.133,42.969,0
1581361877.904,52.246,8.789,40.039,54.688,0
1581361877.908,46.875,20.020,42.480,49.316,0
1581361877.910,21.973,29.785,39.062,42.480,0
1581361877.914,18.066,31.738,41.992,48.340,0
1581361877.918,39.062,31.738,46.387,43.457,0
1581361877.922,50.293,31.250,57.617,33.203,0
1581361877.926,35.645,28.809,50.781,41.504,0
1581361877.930,27.344,27.344,27.832,50.293,0
1581361877.934,37.598,24.902,28.320,44.922,0
1581361877.937,44.922,20.020,60.059,34.668,0
1581361877.941,33.691,19.531,60.547,34.180,0
1581361877.945,12.207,22.949,43.457,41.992,0
1581361877.949,21.484,25.879,45.898,41.992,0
1581361877.953,42.969,28.320,54.199,37.109,0
1581361877.985,36.621,31.250,49.316,39.062,0
1581361877.989,24.414,32.715,41.016,40.527,0
1581361877.993,26.367,39.551,50.781,41.504,0
1581361877.997,41.016,44.434,62.012,36.133,0
1581361878.001,44.922,37.598,54.688,24.414,0
1581361878.005,31.250,34.180,40.527,35.645,0
1581361878.009,26.367,36.133,46.387,37.109,0
1581361878.012,41.992,37.598,59.570,28.809,0
1581361878.016,50.293,40.039,60.547,35.156,0
1581361878.020,34.180,41.504,41.504,42.969,0
1581361878.024,14.160,33.691,45.410,41.016,0
1581361878.028,24.902,28.809,56.152,41.016,0
1581361878.015,52.734,33.691,31.738,43.457,0
1581361878.019,41.504,31.250,23.926,28.809,0
1581361878.023,13.672,30.762,39.062,23.926,0
1581361878.027,24.414,33.203,43.457,36.133,0
1581361878.031,45.410,25.879,36.621,47.852,0
1581361878.035,44.922,29.785,31.738,41.504,0
1581361878.039,23.926,36.621,42.969,30.273,0
1581361878.042,13.184,35.645,44.434,25.879,0
1581361878.046,25.391,27.344,28.809,12.207,0
1581361878.050,37.598,25.879,28.320,14.648,0
1581361878.054,19.043,29.297,35.645,17.578,0
1581361878.058,4.395,31.738,35.645,16.113,0
1581361878.060,24.414,34.668,15.625,18.066,0
1581361878.064,39.551,34.668,9.766,8.301,0
1581361878.068,28.320,35.156,36.621,7.812,0
1581361878.072,18.066,30.273,40.527,18.555,0
1581361878.076,29.785,26.855,26.855,15.625,0
1581361878.080,47.852,33.203,19.531,6.348,0
1581361878.084,47.852,46.875,28.809,15.137,0
1581361878.087,29.785,46.875,27.344,29.785,0
1581361878.091,35.156,36.133,15.137,36.621,0
1581361878.095,68.848,38.086,40.039,42.969,0
1581361878.099,58.594,41.504,49.805,14.648,0
1581361878.103,25.391,37.598,25.879,2.441,0
1581361878.105,30.273,44.922,27.832,36.133,0
1581361878.109,47.852,42.969,28.320,38.574,0
1581361878.113,54.199,38.574,31.250,24.902,0
1581361878.117,40.039,44.922,28.809,21.973,0
1581361878.121,14.648,39.062,20.020,17.578,0
1581361878.125,17.090,32.715,25.391,16.602,0
1581361878.129,34.180,39.062,34.180,19.043,0
1581361878.132,28.320,34.180,25.391,31.250,0
1581361878.136,17.578,21.973,18.066,34.180,0
1581361878.140,31.250,30.273,42.480,30.762,0
1581361878.144,52.246,39.062,50.781,38.086,0
1581361878.148,47.363,36.621,37.598,35.156,0
1581361878.150,33.691,35.645,38.574,32.715,0
1581361878.154,32.715,36.621,54.199,31.250,0
1581361878.158,44.434,36.621,50.293,27.344,0
1581361878.162,51.270,38.574,47.363,30.762,0
1581361878.166,31.250,31.738,42.480,26.855,0
1581361878.170,24.902,32.227,32.227,28.809,0
1581361878.174,47.852,40.527,46.387,24.902,0
1581361878.177,60.547,35.645,36.133,20.020,0
1581361878.181,46.875,41.504,38.574,24.902,0
1581361878.185,33.691,44.922,70.312,22.949,0
1581361878.189,43.945,35.645,63.477,24.414,0
1581361878.193,66.406,31.738,60.547,19.043,0
1581361878.195,62.988,31.250,67.383,19.043,0
1581361878.199,43.945,31.738,71.289,30.762,0
1581361878.203,50.781,32.227,60.547,36.133,0
1581361878.207,73.242,37.598,48.340,44.434,0
1581361878.211,65.918,35.156,51.270,43.457,0
1581361878.215,34.180,26.855,46.387,41.016,0
1581361878.219,28.809,30.273,41.016,54.688,0
1581361878.222,50.781,36.133,42.480,56.152,0
1581361878.226,56.641,37.109,50.781,38.574,0
1581361878.230,33.203,32.715,55.664,23.926,0
1581361878.234,14.160,36.621,47.852,25.391,0
1581361878.238,26.855,32.715,49.316,25.879,0
1581361878.240,43.945,30.273,55.176,19.531,0
1581361878.244,34.180,39.551,42.969,16.602,0
1581361878.248,20.020,34.180,29.297,15.625,0
1581361878.252,28.320,27.832,37.598,11.719,0
1581361878.256,44.922,30.762,50.293,8.301,0
1581361878.260,35.645,28.320,36.133,1.953,0
1581361878.264,17.090,23.926,22.461,5.371,0
1581361878.267,23.438,28.320,33.691,8.789,0
1581361878.271,44.434,39.062,60.547,8.789,0
1581361878.275,47.363,37.109,58.105,20.508,0
1581361878.279,21.484,35.645,45.410,29.297,0
1581361878.283,16.113,39.062,41.504,41.504,0
1581361878.285,35.645,42.969,40.527,39.062,0
1581361878.289,40.039,42.480,40.039,30.762,0
1581361878.293,24.414,32.715,34.180,39.062,0
1581361878.297,13.672,29.297,36.133,39.551,0
1581361878.301,27.832,33.203,34.180,45.410,0
1581361878.305,45.410,30.762,18.555,47.363,0
1581361878.309,35.645,32.227,22.461,41.992,0
1581361878.312,20.996,42.480,44.434,48.828,0
1581361878.316,25.391,37.598,52.734,44.434,0
1581361878.320,45.410,31.250,38.086,38.086,0
1581361878.324,40.039,29.785,37.598,39.551,0
1581361878.328,12.695,26.367,48.340,37.598,0
1581361878.345,19.043,33.691,39.062,38.086,0
1581361878.349,41.992,40.527,39.062,33.691,0
1581361878.353,39.551,33.691,44.434,29.297,0
1581361878.357,20.508,28.320,42.480,20.996,0
1581361878.361,12.695,30.762,31.738,16.113,0
1581361878.365,34.180,31.250,27.344,18.066,0
1581361878.369,46.875,31.250,33.203,16.602,0
1581361878.372,23.438,33.203,45.898,18.066,0
1581361878.376,11.719,34.180,41.504,22.949,0
1581361878.380,27.344,28.809,19.531,29.297,0
1581361878.384,43.457,29.785,38.574,26.367,0
1581361878.388,41.992,34.668,57.617,28.809,0
1581361878.390,25.879,40.527,49.805,39.551,0
1581361878.394,27.832,36.621,36.133,31.738,0
1581361878.398,48.340,30.762,40.039,29.297,0
1581361878.402,47.363,31.738,42.969,42.480,0
