,timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
0,1581435340.9120002,15.625,32.715,13.184000000000001,20.508000000000003,0.0,0
1,1581435340.9160001,14.648,25.879,25.879,17.578,0.0,0
2,1581435340.92,8.789,21.973000000000003,28.32,-2.441,0.0,0
3,1581435340.924,9.766,19.043,20.996,-2.441,0.0,0
4,1581435340.928,0.0,15.625,20.02,12.695,0.0,0
5,1581435340.9320002,1.953,20.996,25.879,9.277000000000001,0.0,0
6,1581435340.936,18.066,17.09,24.901999999999997,-0.977,0.0,0
7,1581435340.939,11.23,15.625,20.996,5.859,0.0,0
8,1581435340.9429998,6.348,28.32,18.066,18.066,0.0,0
9,1581435340.947,7.324,30.761999999999997,20.02,15.137,0.0,0
10,1581435340.951,9.766,23.438000000000002,24.414,7.812,0.0,0
11,1581435340.955,9.277000000000001,12.695,15.137,12.207,0.0,0
12,1581435340.957,8.789,14.16,16.602,23.438000000000002,0.0,0
13,1581435340.961,17.09,26.366999999999997,24.414,18.555,0.0,0
14,1581435340.965,18.066,30.273000000000003,23.926,7.324,0.0,0
15,1581435340.9689999,15.137,32.715,24.414,3.906,0.0,0
16,1581435340.9729998,14.648,27.831999999999997,20.996,11.23,0.0,0
17,1581435340.9770002,18.555,17.09,12.695,20.508000000000003,0.0,0
18,1581435340.981,19.531,16.602,16.602,13.184000000000001,0.0,0
19,1581435340.984,20.508000000000003,24.901999999999997,16.113,10.254000000000001,0.0,0
20,1581435340.988,20.02,31.25,14.16,17.578,0.0,0
21,1581435340.992,15.137,31.25,18.555,17.578,0.0,0
22,1581435340.996,21.973000000000003,30.761999999999997,18.066,17.578,0.0,0
23,1581435341.0,30.273000000000003,36.133,21.484,32.227,0.0,0
24,1581435341.002,18.555,35.156,17.578,31.738000000000003,0.0,0
25,1581435341.006,11.23,24.901999999999997,18.066,26.366999999999997,0.0,0
26,1581435341.01,15.625,21.484,24.901999999999997,24.414,0.0,0
27,1581435341.014,22.461,25.879,21.484,18.555,0.0,0
28,1581435341.018,18.555,27.344,10.742,8.789,0.0,0
29,1581435341.022,7.812,27.344,14.648,13.672,0.0,0
30,1581435341.026,11.23,25.879,21.484,28.809,0.0,0
31,1581435341.029,19.043,21.973000000000003,20.02,24.414,0.0,0
32,1581435341.033,19.043,19.043,29.296999999999997,16.113,0.0,0
33,1581435341.0370002,20.996,16.602,28.32,19.043,0.0,0
34,1581435341.0410001,10.254000000000001,22.949,20.508000000000003,18.066,0.0,0
35,1581435341.045,-13.672,28.809,23.438000000000002,-0.977,0.0,0
36,1581435341.0470002,-20.02,21.973000000000003,26.855,-4.883,0.0,0
37,1581435341.051,-15.625,25.879,29.296999999999997,-4.395,0.0,0
38,1581435341.055,-22.949,23.926,32.715,-9.766,0.0,0
39,1581435341.059,-25.391,14.16,21.484,-15.137,0.0,0
40,1581435341.063,-27.831999999999997,17.578,13.672,-26.366999999999997,0.0,0
41,1581435341.0670002,-34.668,18.066,25.879,-25.391,0.0,0
42,1581435341.071,-38.574,14.16,29.785,-22.949,0.0,0
43,1581435341.074,-40.527,13.672,25.391,-23.438000000000002,0.0,0
44,1581435341.0779998,-38.574,16.602,29.785,-34.18,0.0,0
45,1581435341.082,-30.761999999999997,20.02,31.738000000000003,-33.691,0.0,0
46,1581435341.086,-27.344,26.366999999999997,27.344,-11.719000000000001,0.0,0
47,1581435341.09,-29.296999999999997,32.227,20.02,-11.23,0.0,0
48,1581435341.092,-19.531,33.203,15.137,-9.766,0.0,0
49,1581435341.096,-8.301,20.02,14.16,-1.953,0.0,0
50,1581435341.1,-7.812,14.16,17.578,-1.465,0.0,0
51,1581435341.1039999,-9.766,22.461,26.855,4.395,0.0,0
52,1581435341.1079998,1.953,28.32,30.273000000000003,10.742,0.0,0
53,1581435341.1120002,13.672,34.18,23.926,12.695,0.0,0
54,1581435341.1160002,4.883,28.32,19.531,1.953,0.0,0
55,1581435341.119,1.953,18.066,23.438000000000002,-0.977,0.0,0
56,1581435341.123,3.906,14.16,23.438000000000002,2.93,0.0,0
57,1581435341.127,0.977,19.531,17.09,-6.348,0.0,0
58,1581435341.131,0.977,29.296999999999997,20.02,-0.977,0.0,0
59,1581435341.135,6.348,34.18,24.414,16.602,0.0,0
60,1581435341.137,11.23,28.32,32.715,18.066,0.0,0
61,1581435341.141,6.836,21.973000000000003,29.785,11.23,0.0,0
62,1581435341.145,3.418,20.508000000000003,19.043,13.672,0.0,0
63,1581435341.149,1.953,17.578,19.043,12.695,0.0,0
64,1581435341.1529999,1.465,11.23,23.926,22.461,0.0,0
65,1581435341.157,8.789,20.02,25.391,18.066,0.0,0
66,1581435341.161,16.113,28.32,20.508000000000003,8.301,0.0,0
67,1581435341.164,18.066,26.366999999999997,25.391,10.742,0.0,0
68,1581435341.168,16.113,28.32,22.949,18.066,0.0,0
69,1581435341.1720002,18.066,25.391,19.531,28.809,0.0,0
70,1581435341.176,24.901999999999997,20.996,19.043,25.391,0.0,0
71,1581435341.18,22.949,18.066,20.508000000000003,25.391,0.0,0
72,1581435341.1820002,16.113,29.785,22.461,23.438000000000002,0.0,0
