timestamps,TP9,AF7,AF8,TP10,Marker0
1579223229.048,681.152,140.625,162.598,92.285,0
1579223229.052,-729.980,-1000.000,-1000.000,-737.793,0
1579223229.056,277.344,-366.699,-319.336,217.773,0
1579223229.060,-1000.000,-846.191,-822.266,-1000.000,0
1579223229.064,50.293,296.387,296.875,-237.305,0
1579223229.068,-747.559,-1000.000,-1000.000,-772.949,0
1579223229.072,733.887,-844.727,-779.785,311.035,0
1579223229.075,-853.027,748.047,833.984,-1000.000,0
1579223229.079,-285.156,650.391,671.387,-423.828,0
1579223229.083,-918.945,-888.184,-876.953,-882.812,0
1579223229.087,-841.309,-1000.000,-1000.000,748.047,0
1579223229.091,-150.879,56.641,118.164,-847.656,0
1579223229.094,-497.559,-890.625,-857.422,-927.246,0
1579223229.098,961.914,-245.605,-207.520,580.566,0
1579223229.102,-778.320,-1000.000,-1000.000,-796.387,0
1579223229.106,119.629,-183.594,-187.988,-104.492,0
1579223229.110,-882.812,-811.523,-806.152,-1000.000,0
1579223229.114,515.137,208.984,229.492,-5.859,0
1579223229.118,-716.309,-1000.000,-1000.000,-741.211,0
1579223229.121,383.789,-511.719,-464.844,237.305,0
1579223229.125,-1000.000,-910.645,-878.418,-1000.000,0
1579223229.129,-50.781,330.566,337.891,-245.117,0
1579223229.133,-808.105,-1000.000,-1000.000,-778.320,0
1579223229.137,933.594,-993.164,-952.637,474.121,0
1579223229.138,-595.703,504.883,577.637,-1000.000,0
1579223229.142,-312.988,766.602,794.922,-520.020,0
1579223229.146,-930.176,-790.527,-770.508,-945.312,0
1579223229.150,-819.824,-1000.000,-1000.000,892.090,0
1579223229.154,-41.016,-72.754,-33.203,-610.840,0
1579223229.158,-571.289,-837.891,-815.430,-1000.000,0
1579223229.162,903.809,-46.387,-14.648,304.688,0
1579223229.165,-765.625,-1000.000,-1000.000,-763.184,0
1579223229.169,144.531,-218.750,-201.660,-15.137,0
1579223229.173,-989.258,-806.152,-795.898,-1000.000,0
1579223229.177,341.309,261.230,267.578,-163.086,0
1579223229.181,-710.938,-1000.000,-1000.000,-769.043,0
1579223229.184,487.793,-635.254,-573.242,255.859,0
1579223229.188,-1000.000,999.023,-942.871,-1000.000,0
1579223229.192,-152.344,432.129,442.871,-243.652,0
1579223229.196,-868.652,-1000.000,-1000.000,-786.621,0
1579223229.200,-912.109,-1000.000,-1000.000,543.457,0
1579223229.204,-349.121,324.707,397.461,-1000.000,0
1579223229.208,-324.707,952.637,988.281,-679.199,0
1579223229.211,-945.312,-558.105,-520.020,917.480,0
1579223229.215,-804.199,-1000.000,-1000.000,-983.398,0
1579223229.219,71.289,-129.395,-104.980,-448.242,0
1579223229.223,-632.812,-818.848,-805.176,-1000.000,0
1579223229.227,836.426,88.867,112.305,160.156,0
1579223229.229,-753.418,-1000.000,-1000.000,-740.723,0
1579223229.233,169.434,-312.012,-272.949,170.898,0
1579223229.237,-1000.000,-829.102,-810.059,-1000.000,0
1579223229.241,166.504,276.367,273.438,-232.422,0
1579223229.245,-742.188,-1000.000,-1000.000,-769.531,0
1579223229.249,702.148,-787.109,-729.980,308.594,0
1579223229.253,-874.023,835.938,908.691,-1000.000,0
1579223229.256,-288.086,523.926,546.875,-296.875,0
1579223229.260,-903.320,-973.145,-966.797,-823.730,0
1579223229.264,-865.234,-1000.000,-1000.000,695.312,0
1579223229.268,-257.324,133.301,188.965,-894.043,0
1579223229.272,-414.551,-940.918,-905.273,-865.723,0
1579223229.273,-985.840,-370.605,-331.543,700.195,0
1579223229.277,-800.781,-1000.000,-1000.000,-863.770,0
1579223229.281,124.512,-161.621,-151.855,-265.625,0
1579223229.285,-871.582,-809.082,-799.805,-1000.000,0
1579223229.289,536.621,197.266,216.797,19.043,0
1579223229.293,-709.961,-1000.000,-1000.000,-747.070,0
1579223229.297,313.965,-417.969,-369.629,236.816,0
1579223229.300,-1000.000,-861.816,-836.426,-1000.000,0
1579223229.304,54.688,298.340,299.316,-241.211,0
1579223229.308,-778.809,-1000.000,-1000.000,-772.461,0
1579223229.312,858.398,-916.992,-850.586,368.652,0
1579223229.316,-688.965,636.230,735.352,-1000.000,0
1579223229.319,-310.059,706.055,727.539,-453.125,0
1579223229.323,-916.016,-846.680,-830.566,-913.086,0
1579223229.327,-837.891,-1000.000,-1000.000,838.867,0
1579223229.331,-150.879,13.184,65.430,-736.816,0
1579223229.335,-498.047,-885.254,-853.027,-962.891,0
1579223229.339,961.914,-214.355,-181.152,538.086,0
1579223229.343,-778.320,-1000.000,-1000.000,-777.344,0
1579223229.346,119.629,-194.824,-189.453,-11.230,0
1579223229.350,-879.395,-812.012,-804.199,-1000.000,0
1579223229.354,514.160,228.027,243.652,-72.754,0
1579223229.358,-727.539,-1000.000,-1000.000,-746.094,0
1579223229.362,483.887,-537.598,-479.980,243.164,0
1579223229.364,-1000.000,-926.758,-883.789,-1000.000,0
1579223229.368,-128.418,373.535,384.277,-245.117,0
1579223229.372,-827.148,-1000.000,-1000.000,-780.762,0
1579223229.376,985.840,-1000.000,-988.281,504.395,0
1579223229.380,-528.320,451.660,527.832,-1000.000,0
1579223229.384,-319.824,795.898,823.242,-523.438,0
1579223229.388,-930.176,-754.883,-731.934,-995.117,0
1579223229.391,-817.871,-1000.000,-1000.000,-959.961,0
1579223229.395,-41.016,-104.492,-89.355,-409.668,0
1579223229.399,-571.289,-855.957,-837.891,-1000.000,0
1579223229.403,906.738,-76.172,-47.363,371.582,0
1579223229.407,-776.367,-1000.000,-1000.000,-750.000,0
1579223229.423,171.387,-246.582,-217.773,83.496,0
1579223229.427,-1000.000,-819.824,-805.664,-1000.000,0
1579223229.431,200.684,273.438,275.391,-216.309,0
1579223229.435,-718.750,-1000.000,-1000.000,-772.949,0
1579223229.439,587.891,-675.293,-604.004,260.254,0
1579223229.443,-992.676,959.961,-966.797,-1000.000,0
1579223229.447,-272.461,451.172,460.449,-242.676,0
1579223229.450,-888.672,-1000.000,-1000.000,-795.410,0
1579223229.454,-898.926,-1000.000,-1000.000,618.652,0
1579223229.458,-356.934,243.164,296.387,-1000.000,0
1579223229.462,-322.266,968.262,-995.117,-703.125,0
1579223229.466,-944.824,-531.250,-491.699,878.906,0
1579223229.468,-811.035,-1000.000,-1000.000,-907.227,0
