timestamps,TP9,AF7,AF8,TP10,Marker0
1579707597.794,7.324,15.625,27.832,0.488,0
1579707597.798,1.465,17.578,28.809,3.906,0
1579707597.802,-2.930,18.066,24.414,5.859,0
1579707597.806,-3.418,14.648,21.973,0.488,0
1579707597.810,-2.930,11.230,21.484,0.977,0
1579707597.814,1.465,11.230,17.090,1.465,0
1579707597.818,3.418,9.277,14.160,-9.277,0
1579707597.821,4.395,12.207,17.578,-15.137,0
1579707597.825,9.277,8.789,23.438,-4.883,0
1579707597.829,-9.766,6.348,18.555,-2.441,0
1579707597.833,-12.207,16.602,16.113,-6.348,0
1579707597.837,5.371,16.113,21.484,-2.441,0
1579707597.823,8.301,18.555,21.973,0.977,0
1579707597.827,6.836,18.066,23.926,5.859,0
1579707597.831,3.418,14.648,12.207,-2.441,0
1579707597.835,0.977,11.230,16.113,-7.812,0
1579707597.839,-0.977,11.719,26.367,-3.418,0
1579707597.843,1.465,14.160,18.555,-4.395,0
1579707597.847,7.812,15.137,15.137,-4.395,0
1579707597.850,14.648,16.602,16.113,4.395,0
1579707597.854,15.625,14.160,15.625,4.395,0
1579707597.858,15.625,12.207,14.160,0.000,0
1579707597.862,9.277,14.648,16.602,-0.488,0
1579707597.866,6.348,17.578,20.508,0.977,0
1579707597.883,7.812,16.113,17.090,0.000,0
1579707597.887,10.742,15.625,18.066,-1.953,0
1579707597.891,11.230,15.625,23.926,7.324,0
1579707597.895,16.602,14.648,21.484,5.859,0
1579707597.899,22.461,15.137,19.531,3.906,0
1579707597.903,16.113,10.254,17.090,5.371,0
1579707597.907,9.277,7.324,18.066,1.465,0
1579707597.910,6.348,9.277,26.367,-0.488,0
1579707597.914,5.371,11.719,26.855,1.953,0
1579707597.918,5.859,12.207,24.902,4.395,0
1579707597.922,0.488,15.137,30.762,7.812,0
1579707597.926,2.441,6.348,30.273,7.324,0
1579707597.928,4.395,4.883,21.973,1.465,0
1579707597.932,0.977,18.066,18.066,1.953,0
1579707597.936,6.348,19.531,29.297,9.277,0
1579707597.940,8.789,16.113,38.086,15.137,0
1579707597.944,11.719,11.719,34.668,11.230,0
1579707597.948,3.906,9.277,31.250,1.465,0
1579707597.952,-3.418,11.230,29.785,-3.418,0
1579707597.955,0.977,13.672,31.250,0.977,0
1579707597.959,13.672,11.719,30.762,15.625,0
1579707597.963,13.184,5.859,36.133,17.578,0
1579707597.967,-12.695,0.977,41.504,-4.395,0
1579707597.971,-16.113,0.977,40.527,-13.184,0
1579707597.974,-19.531,-5.371,44.922,-7.324,0
1579707597.978,-41.504,-12.695,50.781,-25.391,0
1579707597.982,-39.551,-13.672,48.828,-35.645,0
1579707597.986,-47.852,-14.648,52.246,-28.320,0
1579707597.990,-71.289,-15.625,53.223,-36.621,0
1579707597.994,-58.594,-12.695,48.828,-38.086,0
1579707597.998,-43.945,-11.230,52.734,-35.645,0
1579707598.001,-46.387,-10.254,59.082,-39.062,0
1579707598.005,-44.922,-10.742,56.641,-30.273,0
1579707598.009,-32.715,-12.695,55.176,-17.578,0
1579707598.013,-30.273,-9.277,57.617,-21.484,0
1579707598.017,-38.574,-13.672,55.176,-29.297,0
