timestamps,TP9,AF7,AF8,TP10,Marker0
1578866674.470,47.852,39.062,-66.895,65.430,0
1578866674.474,44.922,32.715,-87.402,87.891,0
1578866674.478,49.316,31.738,-153.320,81.543,0
1578866674.482,42.480,32.227,-132.324,45.410,0
1578866674.486,48.828,30.273,-8.789,43.945,0
1578866674.490,57.129,34.180,-99.121,27.344,0
1578866674.494,21.973,26.855,-230.469,3.418,0
1578866674.497,9.766,20.996,-247.559,32.715,0
1578866674.501,32.227,20.996,-193.359,59.082,0
1578866674.505,13.672,20.020,-259.277,59.082,0
1578866674.509,-7.324,28.809,-287.109,30.762,0
1578866674.513,14.160,35.645,-185.059,-4.395,0
1578866674.516,22.461,30.273,-184.082,-18.555,0
1578866674.520,8.789,27.344,-111.328,-2.441,0
1578866674.524,-1.953,23.926,-27.832,10.254,0
1578866674.528,7.324,17.090,-80.566,11.230,0
1578866674.532,15.625,19.531,-175.293,16.602,0
1578866674.536,15.625,28.320,-214.355,22.461,0
1578866674.540,18.066,31.250,-149.902,36.621,0
1578866674.543,19.531,26.855,18.555,39.062,0
1578866674.547,26.855,26.855,-104.980,22.461,0
1578866674.551,54.688,24.414,-207.520,14.160,0
1578866674.555,35.156,20.996,12.695,23.438,0
1578866674.559,16.602,23.926,38.574,41.504,0
1578866674.560,37.598,23.926,-40.039,39.062,0
1578866674.564,38.086,29.297,48.340,33.691,0
1578866674.568,36.133,35.156,205.078,48.340,0
1578866674.572,23.438,32.715,160.156,41.992,0
1578866674.576,18.066,26.367,38.086,31.250,0
1578866674.580,30.273,23.926,11.230,41.504,0
1578866674.584,27.344,22.461,49.805,40.039,0
1578866674.587,13.184,13.184,133.789,30.762,0
1578866674.591,24.414,19.531,-81.543,41.016,0
1578866674.595,33.203,28.809,-156.250,45.898,0
1578866674.599,33.203,28.320,178.223,37.109,0
1578866674.603,35.156,31.250,199.707,41.504,0
1578866674.606,30.273,33.203,80.566,59.082,0
1578866674.610,39.551,37.598,-24.902,45.898,0
1578866674.614,46.875,42.969,-30.273,0.977,0
1578866674.618,47.363,38.574,50.293,-10.742,0
1578866674.622,34.180,32.227,-35.645,8.301,0
1578866674.626,35.645,25.879,-174.316,11.230,0
1578866674.630,62.012,23.926,-125.977,21.973,0
1578866674.633,70.801,33.691,-68.848,38.574,0
1578866674.637,50.781,41.504,-214.844,44.922,0
1578866674.641,18.066,35.156,-187.012,30.762,0
1578866674.645,23.438,29.785,-55.664,31.250,0
1578866674.649,37.109,35.156,-54.199,38.574,0
1578866674.651,30.273,32.227,-28.809,41.992,0
1578866674.655,38.086,30.762,-36.621,43.457,0
1578866674.659,52.246,32.715,-89.355,36.621,0
1578866674.663,36.133,32.715,-35.645,25.879,0
1578866674.667,16.113,31.738,1.465,34.668,0
1578866674.671,11.719,27.832,-28.320,50.293,0
1578866674.675,15.625,32.227,-87.402,59.082,0
