timestamps,TP9,AF7,AF8,TP10,Marker0
1582059454.153,-48.828,-59.082,14.648,-6.836,0
1582059454.157,-35.156,114.258,25.879,-7.812,0
1582059454.161,-41.016,190.918,23.438,-5.859,0
1582059454.165,-37.598,68.359,21.484,-2.930,0
1582059454.169,-29.297,31.250,23.926,-7.812,0
1582059454.173,-24.414,-46.875,24.414,-12.207,0
1582059454.177,-20.508,-25.391,28.320,-11.719,0
1582059454.180,-18.555,-187.988,24.414,-9.766,0
1582059454.184,-7.812,-380.371,20.508,4.883,0
1582059454.188,-3.418,-8.789,25.391,11.230,0
1582059454.192,-11.230,136.719,28.320,9.766,0
1582059454.196,-25.879,53.711,15.625,12.207,0
1582059454.198,-27.344,30.762,12.207,9.277,0
1582059454.202,-22.461,81.055,21.484,8.789,0
1582059454.206,-22.461,122.559,23.926,10.742,0
1582059454.210,-29.297,33.203,11.719,-0.488,0
1582059454.214,-25.879,-32.227,14.160,-0.488,0
1582059454.218,-4.883,-69.824,29.297,18.066,0
1582059454.222,-12.207,-127.930,25.879,6.836,0
1582059454.225,-41.016,-276.367,20.996,-26.855,0
1582059454.229,-51.758,-227.539,14.160,-37.109,0
1582059454.233,-47.852,54.688,9.277,-29.785,0
1582059454.237,-46.875,27.344,9.277,-34.180,0
1582059454.241,-36.133,-80.566,16.113,-28.809,0
1582059454.243,-27.832,-24.902,20.996,-17.090,0
1582059454.247,-41.016,-40.527,18.066,-22.461,0
1582059454.251,-35.156,-89.355,9.766,-22.461,0
1582059454.255,-20.020,-81.055,10.742,-16.602,0
1582059454.259,-20.020,28.320,10.254,-16.113,0
1582059454.263,-14.648,-17.090,-2.441,-5.371,0
1582059454.267,3.906,-263.672,6.836,7.812,0
1582059454.270,23.438,-244.141,21.973,13.184,0
1582059454.274,19.531,30.762,22.461,15.137,0
1582059454.278,16.602,68.359,25.391,15.137,0
1582059454.282,26.855,27.344,34.668,19.531,0
1582059454.286,26.367,112.793,32.227,14.160,0
1582059454.303,22.949,189.453,27.344,9.277,0
1582059454.307,16.113,10.254,24.414,9.277,0
1582059454.311,19.531,-135.254,23.438,6.348,0
1582059454.315,31.250,4.883,32.715,14.160,0
1582059454.319,30.762,156.738,28.320,11.719,0
1582059454.323,26.855,-26.855,18.555,9.277,0
1582059454.327,24.902,-410.645,18.066,6.348,0
1582059454.330,20.996,-280.762,23.926,-0.488,0
