timestamps,TP9,AF7,AF8,TP10,Marker0
1582145311.126,-294.922,27.344,99.121,-85.938,0
1582145311.130,-201.660,21.973,44.434,-6.348,0
1582145311.134,-120.117,14.648,155.762,29.785,0
1582145311.138,-189.453,9.766,161.133,-35.156,0
1582145311.142,-168.457,3.418,140.137,6.836,0
1582145311.146,-24.414,-17.090,185.547,89.355,0
1582145311.150,-1.953,-20.996,279.785,115.234,0
1582145311.153,1.465,-19.531,532.715,146.973,0
1582145311.157,44.434,-16.602,484.375,149.902,0
1582145311.161,108.887,-30.273,223.145,150.879,0
1582145311.165,91.797,-41.504,381.836,182.129,0
1582145311.169,166.992,-26.855,505.371,186.035,0
1582145311.171,219.238,-21.973,357.422,172.852,0
1582145311.175,185.059,-24.414,141.602,191.895,0
1582145311.179,253.418,-13.672,-54.688,181.641,0
1582145311.183,235.840,-7.324,-240.723,168.945,0
1582145311.187,237.305,-23.438,-513.672,187.988,0
1582145311.191,286.133,-27.344,-736.816,179.199,0
1582145311.195,258.301,-12.695,-885.742,186.035,0
1582145311.198,236.328,-3.418,-973.633,176.270,0
1582145311.202,223.145,0.000,-970.215,174.805,0
1582145311.206,218.262,3.418,-970.703,178.711,0
1582145311.210,206.543,7.812,-972.656,144.043,0
1582145311.214,193.848,4.395,-972.168,134.766,0
1582145311.216,180.176,0.977,-972.168,155.273,0
1582145311.220,168.945,0.488,-972.168,145.508,0
1582145311.224,143.555,-10.254,-972.168,141.113,0
1582145311.228,137.207,-14.648,-972.168,168.457,0
1582145311.232,157.715,-8.301,-972.168,163.574,0
1582145311.236,152.344,-4.883,-972.168,158.691,0
1582145311.240,144.043,-4.395,-972.168,157.715,0
1582145311.243,131.836,-16.602,-972.168,152.832,0
1582145311.247,132.812,-22.949,-972.168,145.996,0
1582145311.251,134.766,-8.301,-972.168,112.305,0
1582145311.255,108.398,-0.488,-972.168,93.750,0
1582145311.259,83.496,-3.906,-972.168,87.402,0
1582145311.261,84.961,-4.395,-972.168,84.473,0
1582145311.265,87.402,2.441,-972.168,68.359,0
1582145311.269,87.402,9.766,-972.168,34.180,0
1582145311.273,82.520,1.465,-972.168,30.762,0
1582145311.277,74.219,-6.836,-972.168,30.762,0
1582145311.281,70.801,-8.789,-972.168,14.648,0
1582145311.285,33.203,-14.160,-972.168,5.371,0
1582145311.288,-12.695,-8.789,-972.168,-10.742,0
1582145311.292,-19.043,-2.441,-972.168,-14.648,0
1582145311.296,-34.668,-1.465,-972.168,-20.020,0
1582145311.300,-43.457,1.953,-972.168,-43.945,0
1582145311.304,-30.762,0.000,-972.168,-74.219,0
1582145311.306,-33.691,-3.418,-972.168,-82.031,0
1582145311.310,-42.969,-4.395,-972.168,-80.078,0
1582145311.314,-34.180,-2.930,-972.168,-106.445,0
1582145311.318,-21.484,4.883,-972.168,-136.719,0
1582145311.322,-23.438,5.371,-972.168,-162.598,0
1582145311.326,-24.414,2.930,-972.168,-180.664,0
1582145311.330,-11.719,1.953,-972.168,-196.777,0
1582145311.333,6.348,4.395,-972.168,-249.023,0
1582145311.337,4.883,5.859,-972.168,-295.410,0
1582145311.341,2.441,7.812,-972.168,-309.082,0
1582145311.345,12.207,11.719,-972.168,-334.961,0
1582145311.349,12.207,10.742,-972.168,-371.094,0
1582145311.351,4.395,9.277,-972.168,-394.043,0
1582145311.355,3.418,8.301,-972.168,-380.859,0
1582145311.359,17.090,3.906,-972.168,-356.445,0
1582145311.363,27.344,0.977,-972.168,-339.355,0
1582145311.367,17.578,-4.395,-972.168,-320.801,0
1582145311.371,10.254,0.977,-972.168,-309.570,0
1582145311.375,15.625,14.648,-972.168,-295.410,0
1582145311.378,35.156,25.391,-973.145,-273.926,0
1582145311.382,57.129,33.203,-960.449,-246.582,0
1582145311.386,86.426,28.809,-985.352,-210.938,0
1582145311.390,93.262,17.578,-879.395,-178.711,0
1582145311.394,73.730,14.160,-527.832,-187.500,0
1582145311.411,82.520,17.090,-263.184,-213.867,0
1582145311.415,116.211,15.625,-200.195,-212.891,0
1582145311.419,145.996,10.742,-29.785,-196.777,0
1582145311.423,167.969,4.883,309.082,-195.312,0
1582145311.427,190.918,-0.977,451.172,-187.500,0
1582145311.431,205.078,-0.488,394.531,-175.293,0
1582145311.435,229.980,2.930,399.414,-154.785,0
1582145311.438,248.047,-6.836,588.379,-131.348,0
1582145311.442,268.066,-12.207,849.609,-94.238,0
1582145311.446,296.387,-2.930,713.379,-79.590,0
1582145311.450,300.293,4.395,712.402,-84.473,0
1582145311.454,274.414,7.812,997.559,-46.875,0
1582145311.456,248.535,9.277,-998.535,-8.789,0
1582145311.460,243.652,0.977,989.746,-6.836,0
1582145311.464,245.117,-1.953,999.512,-3.418,0
1582145311.468,252.930,6.348,-1000.000,-3.418,0
1582145311.472,255.371,12.695,999.023,-3.418,0
1582145311.476,250.977,17.090,999.512,-16.602,0
1582145311.480,242.188,16.602,997.559,-59.082,0
1582145311.483,247.559,21.484,-998.047,-92.285,0
1582145311.487,267.090,27.832,996.582,-113.281,0
1582145311.491,273.926,21.973,969.727,-141.602,0
1582145311.495,270.020,13.672,985.352,-180.176,0
1582145311.499,272.949,15.137,-982.910,-225.586,0
1582145311.502,273.926,24.414,900.391,-267.090,0
1582145311.506,258.301,33.203,755.859,-289.062,0
1582145311.510,236.328,39.062,593.750,-281.250,0
1582145311.514,217.773,40.039,400.879,-234.375,0
1582145311.518,199.707,32.715,181.152,-180.664,0
1582145311.522,183.105,26.855,-150.879,-130.859,0
1582145311.526,162.598,26.855,-306.641,-89.355,0
1582145311.529,134.277,33.691,-349.609,-62.988,0
1582145311.533,103.516,35.156,-635.742,-43.945,0
1582145311.537,49.805,28.320,-746.582,-25.391,0
1582145311.541,1.465,26.855,-491.699,11.719,0
1582145311.545,-20.508,18.066,-545.410,14.648,0
1582145311.547,-27.344,15.137,-715.820,7.324,0
1582145311.551,-27.832,20.020,-599.609,27.344,0
1582145311.555,-25.391,26.367,-361.816,40.527,0
1582145311.559,-29.297,32.715,-333.496,39.062,0
1582145311.563,-21.973,30.273,-344.238,55.664,0
1582145311.567,-17.578,24.414,-298.828,76.660,0
1582145311.571,-19.043,20.996,-211.914,111.816,0
1582145311.574,-8.301,26.855,-200.684,142.578,0
1582145311.578,-10.742,27.344,-381.836,157.715,0
1582145311.582,-9.277,22.461,-265.137,163.086,0
1582145311.586,-7.324,32.715,-27.344,177.734,0
1582145311.590,-31.738,36.133,-99.121,213.379,0
1582145311.592,-59.082,33.203,-178.223,258.789,0
1582145311.596,-63.965,35.156,-101.074,300.781,0
1582145311.600,-75.195,30.762,-22.461,343.750,0
1582145311.604,-89.355,25.879,-93.262,373.047,0
1582145311.608,-95.703,18.066,-124.512,387.207,0
1582145311.612,-98.633,18.066,-193.359,402.344,0
1582145311.616,-97.656,14.648,-107.910,427.246,0
1582145311.619,-110.352,14.160,-27.344,426.758,0
1582145311.623,-115.234,20.508,-78.125,414.551,0
1582145311.627,-105.957,27.344,245.117,428.223,0
1582145311.631,-101.562,39.062,518.555,427.734,0
1582145311.635,-92.285,45.898,693.848,410.156,0
1582145311.637,-75.195,38.086,839.355,395.996,0
1582145311.641,-62.012,31.250,961.426,389.160,0
1582145311.645,-60.059,32.715,-1000.000,396.484,0
1582145311.649,-53.711,26.855,997.559,416.504,0
1582145311.653,-44.922,26.367,999.023,431.641,0
1582145311.657,-53.711,29.785,999.512,413.086,0
