,timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
0,1581444812.958,-20.996,1.953,28.809,25.391,0.0,0
1,1581444812.962,-36.133,10.742,12.207,26.367,0.0,0
2,1581444812.966,-36.621,27.832,4.883,28.32,0.0,0
3,1581444812.97,-21.973000000000006,20.996,11.719,26.367,0.0,0
4,1581444812.974,-17.578,26.367,28.32,27.832,0.0,0
5,1581444812.978,-22.461,26.367,37.598,41.01600000000001,0.0,0
6,1581444812.982,-22.949,15.137,26.367,46.875,0.0,0
7,1581444812.985,-13.672,11.23,6.836,41.01600000000001,0.0,0
8,1581444812.9889998,-2.441,8.789,12.207,33.691,0.0,0
9,1581444812.9929998,-6.348,12.207,26.367,40.527,0.0,0
10,1581444812.9970002,-21.484,15.625,35.156,35.156,0.0,0
11,1581444813.0010002,-19.043,38.086,40.039,25.879,0.0,0
12,1581444813.0029998,-5.859,52.246,29.785,24.902,0.0,0
13,1581444813.0070002,-5.371,29.785,32.715,30.762,0.0,0
14,1581444813.0110002,-10.254,11.23,36.133,47.363,0.0,0
15,1581444813.015,-9.277,18.066,17.578,42.969,0.0,0
16,1581444813.019,-1.953,25.391,0.0,25.879,0.0,0
17,1581444813.0229998,1.953,24.414,9.766,28.809,0.0,0
18,1581444813.0270002,-9.277,13.184,30.273000000000003,28.32,0.0,0
19,1581444813.03,-18.555,-11.719,38.574,23.926,0.0,0
20,1581444813.034,-6.348,-8.301,37.109,24.414,0.0,0
21,1581444813.038,3.418,20.996,25.391,22.949,0.0,0
22,1581444813.042,-7.812,34.668,19.043,27.344,0.0,0
23,1581444813.046,-14.16,21.484,25.391,36.621,0.0,0
24,1581444813.048,-2.93,17.578,15.625,37.598,0.0,0
25,1581444813.052,3.418,24.414,25.391,25.879,0.0,0
26,1581444813.056,-3.418,28.32,41.992,20.02,0.0,0
27,1581444813.06,-9.277,22.949,38.574,26.367,0.0,0
28,1581444813.064,2.441,2.93,33.203,28.809,0.0,0
29,1581444813.0679998,14.16,-7.812,18.066,22.461,0.0,0
30,1581444813.072,21.484,10.742,8.789,37.109,0.0,0
31,1581444813.075,11.719,20.996,0.488,46.387,0.0,0
32,1581444813.079,1.953,13.184,7.812,29.785,0.0,0
33,1581444813.083,14.648,16.113,26.855,25.391,0.0,0
34,1581444813.087,10.742,32.227,32.227,21.973000000000006,0.0,0
35,1581444813.091,-6.348,41.01600000000001,25.879,23.926,0.0,0
36,1581444813.093,-8.789,31.25,20.02,26.367,0.0,0
37,1581444813.097,2.93,15.137,12.695,23.926,0.0,0
38,1581444813.101,4.883,8.789,12.695,22.461,0.0,0
