timestamps,TP9,AF7,AF8,TP10,Marker0
1581637755.812,-22.949,12.207,67.871,-31.250,0
1581637755.816,-1.465,31.250,71.777,-16.602,0
1581637755.820,0.488,17.578,68.359,-18.066,0
1581637755.824,-0.977,8.789,66.895,-8.789,0
1581637755.828,28.320,37.109,76.660,19.043,0
1581637755.832,37.109,43.457,77.637,31.250,0
1581637755.836,33.203,26.855,65.918,33.203,0
1581637755.839,15.625,11.230,46.875,2.930,0
1581637755.843,-1.465,0.977,49.316,-16.113,0
1581637755.847,-1.465,3.906,50.781,-12.207,0
1581637755.851,4.883,14.160,41.992,-9.277,0
1581637755.855,8.789,24.414,46.387,-1.953,0
1581637755.857,-2.930,22.461,62.500,-3.418,0
1581637755.861,2.441,30.762,72.754,9.277,0
1581637755.865,16.113,23.926,75.195,19.043,0
1581637755.869,4.883,4.395,57.617,-1.953,0
1581637755.873,-18.555,1.465,38.574,-17.090,0
1581637755.877,-17.090,19.531,50.293,-10.742,0
1581637755.881,-7.324,36.621,56.152,-4.883,0
1581637755.884,-21.973,29.297,37.109,-25.391,0
1581637755.888,-21.484,27.344,41.992,-17.578,0
1581637755.892,-9.766,24.902,48.340,-1.465,0
1581637755.896,3.906,16.602,42.480,-0.488,0
1581637755.900,8.301,3.418,38.574,3.418,0
1581637755.902,40.039,44.434,73.730,43.457,0
1581637755.906,50.781,52.246,83.008,59.570,0
1581637755.910,28.320,4.395,47.852,24.414,0
1581637755.914,9.766,14.160,48.340,0.977,0
1581637755.918,-16.113,10.742,41.992,-18.555,0
1581637755.922,-8.301,12.207,29.785,-24.414,0
1581637755.926,16.602,31.738,41.504,-10.742,0
1581637755.929,-4.883,31.738,47.363,-10.254,0
1581637755.933,-65.430,26.855,36.621,-16.602,0
1581637755.937,-93.750,16.113,40.527,-4.395,0
1581637755.941,-85.449,25.879,56.641,16.113,0
1581637755.945,-79.102,39.551,57.617,25.391,0
1581637755.947,-85.449,39.551,61.523,24.902,0
1581637755.951,-104.980,23.926,57.617,7.324,0
1581637755.955,-114.258,2.930,40.527,-23.438,0
1581637755.959,-101.074,4.395,23.438,-16.602,0
1581637755.963,-89.355,27.832,32.715,15.137,0
1581637755.967,-104.004,26.367,30.273,12.207,0
1581637755.971,-115.234,1.953,14.648,1.953,0
1581637755.974,-94.727,23.438,30.273,21.973,0
1581637755.978,-84.961,44.922,37.109,27.832,0
1581637755.982,-111.816,23.438,19.043,-5.859,0
1581637755.986,-125.977,12.695,17.090,-18.555,0
1581637755.990,-111.816,20.020,49.316,12.207,0
1581637756.008,-99.121,29.785,59.082,18.555,0
1581637756.012,-79.590,53.711,51.758,21.484,0
1581637756.016,-74.219,45.410,46.387,27.344,0
1581637756.020,-114.746,-6.836,-3.418,-18.066,0
1581637756.024,-121.582,-8.789,-16.113,-35.645,0
1581637756.028,-98.633,11.719,-1.465,-18.066,0
1581637756.032,-68.848,29.785,9.766,-4.883,0
1581637756.035,-58.105,30.273,18.066,11.719,0
1581637756.039,-74.707,16.602,-7.812,6.836,0
1581637756.043,-40.527,22.949,-12.207,4.883,0
1581637756.047,10.254,27.344,13.672,18.066,0
1581637756.051,7.324,21.973,-0.488,4.395,0
1581637756.053,-2.441,18.066,-3.906,-13.184,0
1581637756.057,18.555,21.973,5.859,3.418,0
1581637756.061,41.992,20.508,-18.555,0.977,0
1581637756.065,55.664,31.250,-24.902,3.418,0
1581637756.069,67.383,32.715,-9.766,21.973,0
1581637756.073,53.223,11.719,-22.461,7.812,0
1581637756.077,37.598,1.465,-23.438,-5.371,0
1581637756.080,66.895,25.879,20.508,21.484,0
1581637756.084,82.520,43.945,16.113,24.902,0
1581637756.088,68.359,7.324,-12.207,2.441,0
1581637756.092,63.965,11.230,-10.742,8.301,0
1581637756.096,48.828,26.367,-24.414,-1.953,0
1581637756.098,48.828,25.879,-23.438,-9.277,0
1581637756.102,61.523,37.598,-13.672,12.207,0
1581637756.106,65.918,41.016,-10.254,20.996,0
1581637756.110,67.383,39.062,-13.184,11.719,0
1581637756.114,54.199,25.391,-27.832,11.719,0
1581637756.118,45.898,14.160,-17.090,17.578,0
1581637756.122,64.941,22.461,11.719,34.180,0
1581637756.125,88.379,38.086,29.297,51.758,0
1581637756.129,77.148,20.020,30.273,32.227,0
1581637756.133,51.270,11.230,5.371,4.395,0
1581637756.137,36.621,11.719,-15.625,-15.625,0
1581637756.141,44.922,23.438,-6.836,-6.836,0
1581637756.144,48.828,36.133,-8.301,3.906,0
1581637756.148,40.039,29.297,-19.043,-5.371,0
1581637756.152,42.969,38.086,-19.043,8.301,0
1581637756.156,50.781,29.297,-20.996,11.719,0
1581637756.160,44.434,8.789,-33.203,-7.812,0
1581637756.164,42.969,16.602,-24.902,-6.836,0
1581637756.168,43.457,31.738,-24.414,-7.324,0
1581637756.171,43.945,31.250,-27.344,-1.953,0
1581637756.175,51.758,40.527,-16.113,14.648,0
1581637756.179,61.035,44.922,-25.879,19.531,0
