timestamps,TP9,AF7,AF8,TP10,Marker0
1581616578.709,41.504,31.738,58.594,31.250,0
1581616578.713,51.270,19.043,64.941,5.371,0
1581616578.717,72.266,13.672,65.430,-18.066,0
1581616578.721,50.781,21.484,70.801,44.434,0
1581616578.725,45.898,29.297,68.848,59.570,0
1581616578.729,41.504,37.598,52.734,44.922,0
1581616578.733,47.363,42.969,54.199,11.230,0
1581616578.736,35.156,44.922,58.594,-4.883,0
1581616578.740,34.180,26.367,54.688,53.223,0
1581616578.744,52.246,13.672,54.199,51.758,0
1581616578.748,47.852,31.738,48.340,19.043,0
1581616578.752,41.504,31.250,32.227,21.973,0
1581616578.753,29.297,20.996,37.598,24.902,0
1581616578.757,37.598,30.762,57.617,10.254,0
1581616578.761,42.480,38.574,59.570,6.348,0
1581616578.765,27.832,34.180,59.082,30.762,0
1581616578.769,42.969,28.809,57.617,44.434,0
1581616578.773,45.898,12.695,52.246,13.184,0
1581616578.777,49.805,3.418,42.969,3.418,0
1581616578.780,62.012,10.254,35.156,8.301,0
1581616578.784,55.176,16.113,35.645,30.273,0
1581616578.788,55.176,17.578,38.086,26.367,0
1581616578.792,55.176,19.531,40.039,-2.930,0
1581616578.796,63.477,26.855,41.016,5.371,0
1581616578.798,69.336,25.879,40.039,22.949,0
1581616578.802,56.641,18.066,43.945,32.227,0
1581616578.806,61.523,7.812,33.203,21.973,0
1581616578.810,63.965,12.695,26.367,-8.789,0
1581616578.814,56.641,14.648,45.898,2.441,0
1581616578.818,54.688,2.930,52.734,18.555,0
1581616578.822,52.734,7.812,44.434,5.859,0
1581616578.825,63.477,15.625,41.016,-4.395,0
1581616578.829,78.125,20.020,42.480,26.855,0
1581616578.833,55.176,26.855,41.992,25.879,0
1581616578.837,49.316,29.297,38.574,4.883,0
1581616578.841,66.406,26.855,35.645,16.602,0
1581616578.843,67.871,24.902,40.039,11.230,0
1581616578.847,43.945,15.137,50.781,36.621,0
1581616578.851,13.184,11.719,54.688,18.555,0
1581616578.855,30.273,16.602,27.832,0.000,0
1581616578.859,43.945,11.719,8.301,17.090,0
1581616578.863,28.809,0.000,23.438,15.137,0
1581616578.867,14.648,-4.395,41.504,-9.277,0
1581616578.870,18.555,5.859,53.223,-0.488,0
1581616578.874,22.461,10.742,56.641,14.648,0
1581616578.878,27.344,11.719,56.152,1.465,0
1581616578.882,20.508,11.230,54.199,11.230,0
1581616578.886,16.602,11.719,46.387,3.906,0
1581616578.888,25.391,10.254,38.574,6.836,0
1581616578.892,22.461,8.301,38.086,20.996,0
1581616578.896,18.066,12.695,36.621,16.113,0
1581616578.900,9.766,10.254,41.016,18.066,0
1581616578.904,17.090,8.789,34.668,16.602,0
1581616578.908,27.344,6.348,19.043,0.000,0
1581616578.912,12.207,2.441,28.320,-8.301,0
1581616578.915,8.301,11.719,39.062,-6.348,0
1581616578.919,16.113,16.113,36.621,2.441,0
1581616578.923,7.324,14.648,32.227,14.160,0
1581616578.927,3.418,9.766,26.855,20.996,0
1581616578.931,12.207,-2.930,32.227,23.926,0
1581616578.933,15.625,-8.789,34.180,20.996,0
1581616578.937,18.066,13.184,37.598,16.602,0
1581616578.941,14.648,30.273,35.156,12.695,0
1581616578.945,1.953,26.367,21.484,-6.836,0
1581616578.949,9.277,20.996,26.855,14.648,0
1581616578.953,13.672,17.090,36.133,38.086,0
1581616578.957,-4.883,15.625,38.574,18.555,0
1581616578.960,-7.324,19.043,36.133,32.227,0
1581616578.964,-0.488,16.113,29.297,34.180,0
1581616578.968,10.742,13.184,35.156,12.695,0
1581616578.972,16.113,8.789,43.945,23.438,0
1581616578.976,11.230,9.766,15.625,37.109,0
1581616578.978,8.789,15.137,9.277,25.879,0
1581616578.982,1.465,10.254,41.504,17.090,0
1581616578.986,5.859,9.766,41.016,21.973,0
1581616578.990,15.625,9.277,40.039,29.785,0
1581616578.994,2.930,4.395,52.246,18.555,0
1581616578.998,-7.324,3.418,49.805,10.742,0
1581616579.002,3.418,6.836,39.062,10.742,0
1581616579.005,-2.441,12.207,39.062,-2.441,0
1581616579.009,-14.648,13.184,39.062,-6.348,0
1581616579.013,-0.977,2.441,33.691,15.625,0
1581616579.017,6.348,7.812,32.715,27.344,0
1581616579.021,7.324,22.949,26.367,24.414,0
1581616579.023,7.812,25.879,24.902,18.555,0
1581616579.027,2.441,20.996,40.039,31.250,0
1581616579.031,4.395,18.555,48.340,25.879,0
1581616579.035,11.719,14.648,40.039,20.996,0
1581616579.039,17.578,9.766,30.762,35.156,0
1581616579.043,20.508,13.672,34.668,30.762,0
1581616579.047,12.695,16.113,33.691,8.301,0
1581616579.050,9.277,12.207,27.344,-8.301,0
1581616579.054,10.742,15.137,30.273,19.531,0
1581616579.058,12.695,20.508,28.809,29.785,0
1581616579.062,21.973,14.160,35.645,21.973,0
1581616579.066,12.207,4.883,42.969,13.672,0
1581616579.083,10.742,2.441,30.762,12.695,0
1581616579.087,12.695,5.371,32.715,23.926,0
1581616579.091,4.883,10.742,31.250,25.391,0
1581616579.095,14.160,14.160,29.785,17.578,0
1581616579.099,20.020,4.883,35.156,17.578,0
1581616579.103,22.461,5.859,37.109,19.043,0
1581616579.107,16.602,11.230,47.852,7.324,0
1581616579.110,8.301,8.789,50.781,10.254,0
1581616579.114,10.742,10.742,49.805,21.484,0
1581616579.118,13.184,11.230,47.363,25.879,0
1581616579.122,14.648,8.789,40.527,26.367,0
1581616579.126,10.254,4.395,34.668,14.648,0
1581616579.128,13.672,7.812,30.762,14.648,0
1581616579.132,15.137,17.090,38.574,28.809,0
1581616579.136,10.742,12.207,28.809,34.668,0
1581616579.140,15.625,8.789,28.809,37.109,0
1581616579.144,17.090,2.930,53.223,17.578,0
1581616579.148,14.648,-5.859,45.410,23.438,0
1581616579.152,12.695,0.488,20.020,69.824,0
1581616579.155,9.766,13.184,29.297,70.312,0
1581616579.159,9.766,14.160,42.480,51.270,0
1581616579.163,8.789,6.836,38.086,43.457,0
1581616579.167,4.883,9.277,40.039,33.691,0
1581616579.171,3.906,15.137,50.293,46.875,0
1581616579.173,20.508,5.371,57.129,44.434,0
1581616579.177,21.484,-0.977,51.270,29.297,0
1581616579.181,10.742,8.789,46.875,31.250,0
1581616579.185,13.184,13.672,45.410,33.203,0
1581616579.189,16.113,16.113,33.203,12.695,0
1581616579.193,20.020,17.090,20.508,20.020,0
1581616579.197,15.137,18.066,33.203,44.434,0
1581616579.200,11.230,14.160,41.016,38.086,0
1581616579.204,15.625,11.230,35.645,29.297,0
1581616579.208,15.625,15.625,30.762,21.973,0
1581616579.212,15.625,13.672,27.832,21.973,0
1581616579.216,12.207,4.883,37.598,35.156,0
1581616579.218,11.719,7.812,44.434,37.598,0
1581616579.222,20.508,19.043,36.133,30.762,0
1581616579.226,25.391,19.043,35.645,17.578,0
1581616579.230,21.973,17.578,44.434,23.926,0
1581616579.234,18.066,11.719,37.109,20.508,0
1581616579.238,20.996,13.672,32.227,3.906,0
1581616579.242,19.531,17.090,43.945,11.230,0
1581616579.245,15.625,10.254,50.293,15.137,0
1581616579.249,12.207,10.254,47.852,29.785,0
1581616579.253,10.742,11.230,40.527,31.250,0
1581616579.257,14.648,12.207,33.203,8.301,0
1581616579.261,14.160,8.789,34.180,0.488,0
