timestamps,TP9,AF7,AF8,TP10,Marker0
1582223211.674,6.836,-972.168,10.742,41.992,0
1582223211.678,20.996,-972.168,2.930,23.438,0
1582223211.682,18.066,-972.168,13.184,2.930,0
1582223211.686,16.602,-972.168,24.414,10.742,0
1582223211.690,4.883,-972.168,4.395,47.852,0
1582223211.694,7.812,-972.168,-12.695,34.180,0
1582223211.698,34.180,-972.168,7.324,-1.953,0
1582223211.701,30.273,-972.168,6.348,19.043,0
1582223211.705,9.277,-972.168,12.207,49.316,0
1582223211.709,20.996,-972.168,30.273,59.082,0
1582223211.713,34.180,-972.168,18.066,22.461,0
1582223211.717,28.320,-972.168,11.230,7.812,0
1582223211.719,10.742,-972.168,19.043,47.363,0
1582223211.723,13.184,-972.168,20.020,61.523,0
1582223211.727,50.293,-972.168,14.160,42.969,0
1582223211.731,49.316,-972.168,6.348,11.719,0
1582223211.735,15.137,-972.168,-2.930,31.738,0
1582223211.739,20.508,-972.168,-0.977,65.430,0
1582223211.743,31.738,-972.168,7.324,39.062,0
1582223211.746,26.367,-972.168,20.508,10.742,0
1582223211.750,0.488,-972.168,31.250,10.254,0
1582223211.754,-7.324,-972.168,14.648,36.133,0
1582223211.758,36.133,-972.168,0.000,45.410,0
1582223211.762,38.086,-972.168,12.207,8.301,0
1582223211.764,22.949,-972.168,11.719,13.184,0
1582223211.768,25.879,-972.168,-5.371,37.598,0
1582223211.772,15.625,-972.168,11.230,37.109,0
1582223211.776,32.715,-972.168,19.531,26.367,0
1582223211.780,32.715,-972.168,4.395,24.414,0
1582223211.784,16.602,-972.168,14.160,46.387,0
1582223211.788,20.996,-972.168,32.227,35.645,0
1582223211.791,35.156,-972.168,33.691,9.277,0
1582223211.795,32.715,-972.168,39.062,13.184,0
1582223211.799,7.812,-972.168,38.086,23.926,0
1582223211.803,13.184,-972.168,35.156,38.574,0
1582223211.807,28.809,-972.168,39.551,7.812,0
1582223211.824,31.250,-972.168,26.367,-19.043,0
1582223211.828,-3.906,-972.168,12.207,9.277,0
1582223211.832,-16.602,-972.168,7.324,34.180,0
1582223211.836,30.273,-972.168,12.207,32.715,0
1582223211.840,57.129,-972.168,48.340,-7.324,0
1582223211.844,32.715,-972.168,63.965,-11.230,0
1582223211.848,13.672,-972.168,47.363,37.109,0
1582223211.851,49.316,-972.168,45.410,46.387,0
1582223211.855,65.918,-972.168,35.156,29.785,0
1582223211.859,37.598,-972.168,20.996,10.254,0
1582223211.863,22.461,-972.168,34.180,32.227,0
1582223211.867,16.602,-972.168,37.109,62.012,0
1582223211.869,33.691,-972.168,16.602,35.156,0
1582223211.873,62.988,-972.168,32.227,16.602,0
1582223211.877,45.898,-972.168,63.965,18.555,0
1582223211.881,45.410,-972.168,47.852,38.086,0
1582223211.885,53.711,-972.168,33.691,38.086,0
1582223211.889,47.363,-972.168,31.250,5.371,0
1582223211.893,41.016,-972.168,21.484,20.996,0
1582223211.896,19.531,-972.168,37.598,38.574,0
1582223211.900,29.785,-972.168,50.293,26.367,0
1582223211.904,60.547,-972.168,31.250,16.602,0
1582223211.908,38.574,-972.168,12.695,12.695,0
1582223211.912,15.625,-972.168,30.762,48.828,0
1582223211.914,35.645,-972.168,44.434,46.875,0
1582223211.918,57.617,-972.168,39.062,13.672,0
1582223211.922,61.523,-972.168,28.320,22.461,0
1582223211.926,16.602,-972.168,26.367,48.340,0
1582223211.930,16.113,-972.168,28.320,72.754,0
1582223211.934,59.082,-972.168,19.043,33.203,0
1582223211.938,61.035,-972.168,26.855,-2.441,0
1582223211.941,27.344,-972.168,36.133,39.062,0
1582223211.945,22.949,-972.168,36.621,58.105,0
1582223211.949,22.461,-972.168,37.598,37.109,0
1582223211.953,39.551,-972.168,22.949,9.277,0
1582223211.957,35.156,-972.168,30.273,8.789,0
1582223211.959,-15.137,-972.168,47.363,44.434,0
1582223211.963,24.414,-972.168,29.785,43.945,0
1582223211.967,67.383,-972.168,14.160,20.508,0
1582223211.971,44.922,-972.168,22.949,2.930,0
1582223211.975,27.832,-972.168,31.738,21.484,0
1582223211.979,15.625,-972.168,33.691,49.316,0
1582223211.983,39.551,-972.168,46.387,29.785,0
1582223211.986,39.551,-972.168,40.039,12.695,0
1582223211.990,15.137,-972.168,33.203,13.184,0
1582223211.994,24.902,-972.168,27.344,30.273,0
1582223211.998,42.480,-972.168,26.855,41.992,0
1582223212.002,48.828,-972.168,27.344,24.414,0
1582223212.004,15.625,-972.168,19.043,31.738,0
1582223212.008,8.301,-972.168,32.227,42.480,0
1582223212.012,45.898,-972.168,44.434,29.297,0
1582223212.016,48.828,-972.168,34.180,23.926,0
1582223212.020,47.363,-972.168,13.672,35.645,0
1582223212.024,40.527,-972.168,24.902,71.777,0
1582223212.028,30.273,-972.168,56.641,61.523,0
1582223212.031,52.734,-972.168,39.551,18.066,0
1582223212.035,46.875,-972.168,14.648,16.602,0
1582223212.039,24.414,-972.168,17.090,41.016,0
1582223212.043,15.625,-972.168,8.301,59.082,0
1582223212.047,22.949,-972.168,11.719,15.625,0
1582223212.049,15.625,-972.168,23.926,-14.160,0
1582223212.053,-7.324,-972.168,32.227,22.461,0
1582223212.057,1.953,-972.168,14.648,47.852,0
1582223212.061,39.551,-972.168,6.348,44.922,0
1582223212.065,53.223,-972.168,17.578,9.277,0
