,timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
0,1581350653.68,24.902,36.133,159.18,16.113,0.0,0
1,1581350653.684,6.348,41.992,291.016,8.789,0.0,0
2,1581350653.688,15.137,24.902,196.777,21.973000000000006,0.0,0
3,1581350653.6920002,40.039,22.949,35.156,18.066,0.0,0
4,1581350653.696,48.34,32.227,128.418,16.602,0.0,0
5,1581350653.7,40.039,20.508000000000006,106.445,32.715,0.0,0
6,1581350653.704,-6.836,22.461,62.5,21.484,0.0,0
7,1581350653.707,19.043,-3.418,-73.73,26.855,0.0,0
8,1581350653.711,60.547,-1.465,-169.43400000000003,36.133,0.0,0
9,1581350653.715,36.621,41.504,191.406,34.668,0.0,0
10,1581350653.719,48.828,24.414,251.953,43.945,0.0,0
11,1581350653.7229998,43.945,32.227,110.352,30.273000000000003,0.0,0
12,1581350653.725,32.227,39.551,137.695,5.859,0.0,0
13,1581350653.729,40.039,28.809,210.938,16.602,0.0,0
14,1581350653.7329998,35.645,19.043,118.652,19.531,0.0,0
15,1581350653.7370002,37.109,3.906,31.738000000000003,9.277,0.0,0
16,1581350653.7410002,45.41,27.344,103.516,19.043,0.0,0
17,1581350653.745,39.551,43.457,84.473,19.531,0.0,0
18,1581350653.7489998,52.734,29.785,-39.062,27.344,0.0,0
19,1581350653.752,54.199,16.113,-268.555,38.574,0.0,0
20,1581350653.756,35.156,53.71100000000001,-136.719,20.02,0.0,0
21,1581350653.76,64.941,79.59,214.355,27.344,0.0,0
22,1581350653.764,76.66,43.945,116.699,53.71100000000001,0.0,0
23,1581350653.768,80.078,31.738000000000003,-32.227,48.828,0.0,0
24,1581350653.77,68.848,53.71100000000001,99.121,29.785,0.0,0
25,1581350653.774,74.219,56.152,158.203,31.738000000000003,0.0,0
26,1581350653.778,68.359,39.062,55.664,24.902,0.0,0
27,1581350653.782,53.71100000000001,35.156,15.137,31.738000000000003,0.0,0
28,1581350653.786,62.5,37.109,82.031,28.809,0.0,0
29,1581350653.79,74.707,23.926,27.832,21.973000000000006,0.0,0
30,1581350653.794,46.875,6.836,-143.066,25.879,0.0,0
31,1581350653.7970002,22.949,20.02,-182.617,18.555,0.0,0
32,1581350653.801,24.414,46.875,-26.367,5.859,0.0,0
33,1581350653.805,54.688,35.645,27.832,1.953,0.0,0
34,1581350653.809,62.5,42.969,136.719,3.418,0.0,0
35,1581350653.813,48.34,38.086,139.16,13.184,0.0,0
36,1581350653.815,40.039,32.715,67.383,23.926,0.0,0
37,1581350653.819,30.273000000000003,30.762,87.891,24.414,0.0,0
38,1581350653.823,26.367,23.438,92.773,20.508000000000006,0.0,0
39,1581350653.827,20.02,29.297,103.027,5.859,0.0,0
40,1581350653.831,32.227,26.367,88.37899999999998,8.301,0.0,0
41,1581350653.835,37.598,11.719,-102.051,26.367,0.0,0
42,1581350653.839,29.297,2.93,-311.523,28.32,0.0,0
43,1581350653.842,35.156,19.531,-206.055,25.879,0.0,0
44,1581350653.846,56.152,33.691,-33.691,20.508000000000006,0.0,0
45,1581350653.85,41.992,21.484,-84.961,32.227,0.0,0
46,1581350653.854,40.039,8.789,-164.551,21.484,0.0,0
47,1581350653.8579998,34.668,24.902,-196.289,11.719,0.0,0
48,1581350653.875,17.09,29.785,-185.547,27.344,0.0,0
49,1581350653.879,35.645,10.254,-223.633,33.203,0.0,0
50,1581350653.883,42.48,15.625,-278.809,31.738000000000003,0.0,0
51,1581350653.887,30.762,34.18,-178.22299999999996,28.809,0.0,0
52,1581350653.891,34.18,28.809,-124.023,33.691,0.0,0
53,1581350653.895,41.01600000000001,3.906,-342.773,40.039,0.0,0
54,1581350653.899,29.297,0.0,-483.398,39.062,0.0,0
55,1581350653.9020002,55.176,18.066,-351.5619999999999,33.691,0.0,0
56,1581350653.906,71.289,27.344,-169.922,24.902,0.0,0
57,1581350653.91,67.383,-9.277,-429.199,28.32,0.0,0
58,1581350653.914,54.199,-0.977,-626.465,22.461,0.0,0
59,1581350653.918,40.527,37.598,-349.121,23.926,0.0,0
60,1581350653.92,28.809,30.762,-256.348,16.602,0.0,0
61,1581350653.924,41.504,20.996,-316.406,14.648,0.0,0
62,1581350653.928,45.898,18.555,-391.602,31.25,0.0,0
63,1581350653.9320002,45.898,31.25,-367.1880000000001,29.297,0.0,0
64,1581350653.936,51.758,28.32,-302.7340000000001,27.832,0.0,0
65,1581350653.94,22.461,0.977,-439.453,14.16,0.0,0
66,1581350653.944,-4.883,-2.93,-618.164,-4.883,0.0,0
67,1581350653.947,0.977,23.926,-504.395,-6.836,0.0,0
68,1581350653.951,19.531,14.648,-416.992,0.488,0.0,0
69,1581350653.955,-12.207,-10.254,-653.809,-25.879,0.0,0
70,1581350653.959,-41.504,20.02,-675.293,-49.316,0.0,0
71,1581350653.9629998,-23.438,33.691,-495.117,-55.664,0.0,0
72,1581350653.965,-16.113,16.602,-576.172,-65.43,0.0,0
73,1581350653.969,-48.34,16.113,-598.145,-80.566,0.0,0
74,1581350653.9729998,-92.285,13.672,-560.059,-102.051,0.0,0
75,1581350653.9770002,-124.512,14.648,-556.641,-131.34799999999998,0.0,0
76,1581350653.981,-144.043,9.277,-562.5,-158.691,0.0,0
77,1581350653.985,-158.691,-4.395,-677.2460000000002,-171.875,0.0,0
78,1581350653.9889998,-181.641,-6.348,-762.695,-181.152,0.0,0
79,1581350653.992,-197.754,8.789,-776.367,-202.148,0.0,0
80,1581350653.996,-192.383,-2.93,-876.465,-196.289,0.0,0
81,1581350654.0,-201.66,4.395,-843.75,-222.168,0.0,0
82,1581350654.004,-194.336,41.504,-553.2230000000002,-222.168,0.0,0
83,1581350654.008,-181.641,26.855,-494.629,-170.41,0.0,0
84,1581350654.01,-185.05900000000003,19.531,-542.48,-158.691,0.0,0
85,1581350654.014,-164.062,27.832,-520.508,-143.066,0.0,0
86,1581350654.018,-142.578,25.391,-419.434,-146.484,0.0,0
87,1581350654.022,-110.84,5.859,-402.832,-132.32399999999998,0.0,0
88,1581350654.026,-79.59,-9.766,-494.141,-90.332,0.0,0
89,1581350654.03,-55.664,-7.324,-569.8240000000002,-59.082,0.0,0
90,1581350654.034,-51.27,7.324,-540.039,-36.621,0.0,0
91,1581350654.0370002,-26.367,9.277,-483.398,-19.043,0.0,0
92,1581350654.041,1.465,0.977,-621.094,-3.906,0.0,0
93,1581350654.045,-6.348,28.809,-521.9730000000002,-41.504,0.0,0
94,1581350654.049,-4.883,47.852,-238.281,-23.926,0.0,0
95,1581350654.053,28.809,37.109,-257.324,45.41,0.0,0
96,1581350654.055,49.805,30.762,-316.895,77.637,0.0,0
97,1581350654.059,56.64100000000001,46.387,-210.938,85.449,0.0,0
98,1581350654.063,63.965,43.457,-130.859,81.543,0.0,0
99,1581350654.0670002,63.965,23.438,-203.125,71.289,0.0,0
100,1581350654.071,63.965,19.043,-261.719,82.031,0.0,0
101,1581350654.075,75.195,21.484,-268.066,75.195,0.0,0
102,1581350654.079,91.309,36.621,-226.074,71.777,0.0,0
