timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
1555615811.747,-17.090,31.738,24.902,19.531,8.789,0
1555615811.751,19.531,26.855,28.320,20.508,5.859,0
1555615811.755,82.031,26.855,23.926,26.855,23.926,0
1555615811.759,46.387,32.227,25.391,27.832,30.273,0
1555615811.763,-33.203,34.180,32.227,12.207,57.617,0
1555615811.767,-2.930,37.109,34.668,17.578,105.469,0
1555615811.771,80.566,45.898,16.602,41.016,90.820,0
1555615811.774,99.121,42.969,7.324,53.711,30.273,0
1555615811.778,15.625,35.156,28.320,38.574,32.227,0
1555615811.782,-20.020,33.691,43.945,21.973,72.266,0
1555615811.786,41.992,33.203,37.598,21.973,11.230,0
1555615811.790,71.289,35.156,32.227,35.156,0.000,0
1555615811.792,27.344,38.574,43.945,37.598,28.320,0
1555615811.796,-6.348,43.457,43.457,41.504,41.016,0
1555615811.800,47.852,27.344,21.973,30.762,53.711,0
1555615811.804,81.543,20.020,25.879,29.785,72.266,0
1555615811.808,29.785,45.410,24.902,41.504,21.973,0
1555615811.812,-17.090,47.363,25.879,38.086,-42.480,0
1555615811.816,16.602,17.578,40.039,35.645,-24.414,0
1555615811.819,66.406,13.184,47.363,34.668,30.273,0
1555615811.823,54.199,30.762,48.828,26.855,27.344,0
1555615811.827,-5.371,39.551,36.621,19.531,39.551,0
1555615811.831,1.465,29.297,21.973,22.949,51.758,0
1555615811.835,59.570,30.273,21.484,14.160,44.434,0
1555615811.837,59.082,42.969,28.809,6.836,28.809,0
1555615811.841,-12.207,43.457,21.973,12.207,31.738,0
1555615811.845,-27.832,38.574,13.672,10.254,41.504,0
1555615811.849,46.387,39.551,21.484,18.066,-14.648,0
1555615811.853,79.590,37.109,25.391,22.949,21.973,0
1555615811.857,18.066,32.715,26.367,8.301,50.781,0
1555615811.861,-47.852,27.832,39.062,2.441,-16.602,0
1555615811.864,9.277,21.484,38.574,20.508,-21.973,0
1555615811.868,81.055,20.508,43.457,26.367,14.160,0
1555615811.872,41.016,25.391,40.527,20.996,-25.391,0
1555615811.876,-14.648,48.828,20.020,26.855,-22.949,0
1555615811.880,18.555,56.641,26.367,30.762,14.160,0
1555615811.897,78.125,55.176,35.645,20.996,37.109,0
1555615811.901,49.316,49.316,31.738,-6.836,35.645,0
1555615811.905,-31.250,40.039,14.160,-8.789,14.648,0
1555615811.909,-25.879,40.527,12.207,2.930,10.254,0
1555615811.913,58.105,25.879,31.250,12.695,-6.348,0
1555615811.917,82.031,28.809,38.086,18.555,-5.859,0
1555615811.921,12.207,50.781,33.691,7.812,31.250,0
1555615811.924,-27.344,54.688,35.645,15.625,38.574,0
1555615811.928,50.781,51.758,39.062,32.227,-9.277,0
1555615811.932,94.727,31.250,33.691,27.832,-44.434,0
1555615811.936,20.020,30.273,26.855,14.160,-47.363,0
1555615811.940,-24.902,39.551,34.180,26.367,-4.395,0
1555615811.942,31.738,42.480,35.645,19.043,38.574,0
1555615811.946,86.914,33.691,39.062,12.207,39.551,0
1555615811.950,49.805,14.160,38.086,24.414,61.523,0
1555615811.954,-12.695,35.156,35.156,5.371,50.781,0
1555615811.958,8.789,60.059,46.875,10.742,27.832,0
1555615811.962,74.707,65.430,34.668,24.414,62.988,0
1555615811.966,67.871,54.199,11.719,18.555,44.434,0
1555615811.969,0.000,38.086,26.855,17.578,-29.785,0
1555615811.973,2.930,30.762,54.199,27.344,-11.230,0
1555615811.977,67.871,20.020,56.641,31.250,9.766,0
1555615811.981,80.078,25.391,42.969,22.949,16.113,0
1555615811.985,14.648,39.551,29.785,19.531,44.434,0
1555615811.987,-21.973,44.434,42.480,21.484,24.902,0
1555615811.991,45.410,46.875,48.340,26.855,6.348,0
1555615811.995,89.844,41.016,31.738,41.016,33.203,0
1555615811.999,36.133,45.898,28.809,44.434,17.578,0
1555615812.003,-33.203,47.852,50.293,24.414,40.527,0
