,timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
0,1581358248.6620002,18.066,22.461,34.668,38.086,0.0,0
1,1581358248.6660001,25.391,24.414,31.738000000000003,41.016000000000005,0.0,0
2,1581358248.67,17.578,23.438000000000002,32.715,-21.973000000000003,0.0,0
3,1581358248.674,26.855,28.809,34.668,3.418,0.0,0
4,1581358248.678,25.879,29.785,35.645,29.785,0.0,0
5,1581358248.6820002,17.09,28.32,39.062,20.996,0.0,0
6,1581358248.686,23.438000000000002,32.715,34.668,27.344,0.0,0
7,1581358248.689,30.761999999999997,36.133,29.785,-0.977,0.0,0
8,1581358248.6929998,40.527,36.133,32.715,8.789,0.0,0
9,1581358248.697,35.156,31.738000000000003,32.715,28.32,0.0,0
10,1581358248.701,29.785,30.761999999999997,31.25,8.301,0.0,0
11,1581358248.705,32.227,30.761999999999997,31.25,-3.418,0.0,0
12,1581358248.707,43.457,22.461,30.761999999999997,19.043,0.0,0
13,1581358248.711,57.129,23.438000000000002,30.761999999999997,13.672,0.0,0
14,1581358248.715,55.176,29.785,26.855,2.441,0.0,0
15,1581358248.7189999,27.831999999999997,29.785,23.926,27.344,0.0,0
16,1581358248.7229998,7.324,30.273000000000003,32.227,25.879,0.0,0
17,1581358248.7270002,9.277000000000001,26.855,37.109,7.812,0.0,0
18,1581358248.731,3.906,22.949,32.715,20.996,0.0,0
19,1581358248.734,1.953,21.973000000000003,32.227,11.23,0.0,0
20,1581358248.738,-4.395,23.926,36.133,22.949,0.0,0
21,1581358248.742,-1.465,24.414,34.668,26.855,0.0,0
22,1581358248.746,-15.137,23.438000000000002,34.18,5.371,0.0,0
23,1581358248.75,-20.508000000000003,27.344,33.203,33.203,0.0,0
24,1581358248.752,15.625,22.949,33.691,26.366999999999997,0.0,0
25,1581358248.756,30.761999999999997,24.901999999999997,35.156,-0.488,0.0,0
26,1581358248.76,19.531,31.25,29.785,17.09,0.0,0
27,1581358248.764,18.555,27.831999999999997,28.32,34.18,0.0,0
28,1581358248.768,35.156,28.32,28.32,30.273000000000003,0.0,0
29,1581358248.772,21.484,27.831999999999997,28.32,27.831999999999997,0.0,0
30,1581358248.776,5.371,26.855,31.738000000000003,13.672,0.0,0
31,1581358248.779,8.789,34.18,29.296999999999997,9.277000000000001,0.0,0
32,1581358248.783,11.23,33.203,29.785,19.043,0.0,0
33,1581358248.7870002,13.672,33.691,30.761999999999997,19.043,0.0,0
34,1581358248.7910001,20.02,40.527,30.273000000000003,21.973000000000003,0.0,0
35,1581358248.795,31.25,42.48,31.738000000000003,25.879,0.0,0
36,1581358248.7970002,21.484,41.016000000000005,34.18,13.184000000000001,0.0,0
37,1581358248.801,11.719000000000001,37.598,35.156,4.883,0.0,0
38,1581358248.805,21.484,34.18,30.761999999999997,0.488,0.0,0
39,1581358248.809,27.344,37.109,31.738000000000003,9.766,0.0,0
40,1581358248.813,-0.488,37.598,36.621,28.32,0.0,0
41,1581358248.8170002,5.371,31.25,35.156,30.273000000000003,0.0,0
42,1581358248.821,33.691,27.831999999999997,36.133,16.113,0.0,0
43,1581358248.824,25.879,33.203,34.668,7.324,0.0,0
44,1581358248.8279998,32.715,36.133,33.691,24.414,0.0,0
45,1581358248.832,29.296999999999997,31.25,35.645,26.366999999999997,0.0,0
46,1581358248.836,15.137,30.761999999999997,34.668,13.184000000000001,0.0,0
47,1581358248.84,29.296999999999997,28.32,35.156,13.184000000000001,0.0,0
48,1581358248.857,57.129,28.32,35.156,21.973000000000003,0.0,0
49,1581358248.861,40.039,27.831999999999997,34.668,31.738000000000003,0.0,0
50,1581358248.865,12.207,26.855,31.25,25.391,0.0,0
51,1581358248.869,18.555,34.18,30.761999999999997,20.508000000000003,0.0,0
52,1581358248.873,22.949,40.527,33.203,23.926,0.0,0
53,1581358248.877,17.09,38.574,33.203,14.16,0.0,0
54,1581358248.881,24.414,35.645,33.691,-5.859,0.0,0
55,1581358248.8839998,17.578,31.738000000000003,30.761999999999997,10.254000000000001,0.0,0
56,1581358248.8879998,26.855,25.391,30.273000000000003,45.41,0.0,0
57,1581358248.8920002,35.156,16.113,29.296999999999997,42.48,0.0,0
58,1581358248.8960001,11.23,18.066,27.344,11.719000000000001,0.0,0
59,1581358248.9,10.254000000000001,22.461,32.715,-7.324,0.0,0
60,1581358248.9020002,35.645,21.484,39.062,27.344,0.0,0
61,1581358248.9060001,53.223,26.366999999999997,37.598,34.18,0.0,0
62,1581358248.91,46.875,27.344,33.203,9.766,0.0,0
63,1581358248.914,16.602,24.901999999999997,34.18,5.371,0.0,0
64,1581358248.918,5.859,27.344,32.715,2.93,0.0,0
65,1581358248.9220002,20.02,37.109,29.785,8.789,0.0,0
66,1581358248.926,41.504,37.109,29.785,16.602,0.0,0
67,1581358248.929,26.855,31.25,27.344,2.93,0.0,0
68,1581358248.9329998,14.648,34.18,27.344,-3.906,0.0,0
69,1581358248.937,27.831999999999997,38.086,26.366999999999997,15.137,0.0,0
70,1581358248.941,33.691,35.156,24.414,7.812,0.0,0
71,1581358248.945,23.926,29.296999999999997,24.901999999999997,-23.926,0.0,0
72,1581358248.947,17.578,26.366999999999997,25.879,2.93,0.0,0
73,1581358248.951,35.645,28.32,22.461,38.086,0.0,0
74,1581358248.955,26.855,29.785,25.391,33.203,0.0,0
75,1581358248.9589999,4.883,28.809,29.296999999999997,13.672,0.0,0
76,1581358248.9629998,20.508000000000003,28.32,26.855,5.859,0.0,0
77,1581358248.967,42.48,25.879,28.32,-7.812,0.0,0
78,1581358248.971,38.086,24.414,26.855,-2.441,0.0,0
79,1581358248.974,30.761999999999997,20.508000000000003,27.344,30.273000000000003,0.0,0
80,1581358248.978,16.602,16.113,32.715,34.668,0.0,0
81,1581358248.982,26.366999999999997,14.16,31.738000000000003,8.789,0.0,0
82,1581358248.986,36.621,13.184000000000001,32.715,31.738000000000003,0.0,0
83,1581358248.99,37.109,22.461,34.18,59.57,0.0,0
84,1581358248.992,39.551,30.761999999999997,27.344,46.875,0.0,0
85,1581358248.996,40.039,29.296999999999997,29.296999999999997,21.484,0.0,0
