timestamps,TP9,AF7,AF8,TP10,Marker0
1579805023.139,31.250,29.297,33.691,52.246,0
1579805023.143,41.504,29.785,28.809,47.852,0
1579805023.147,40.527,28.320,32.227,35.156,0
1579805023.151,28.320,27.832,34.180,20.996,0
1579805023.155,31.250,29.297,27.344,23.926,0
1579805023.159,36.621,27.344,30.273,24.414,0
1579805023.163,24.414,25.879,37.598,31.738,0
1579805023.166,24.902,29.785,38.086,45.898,0
1579805023.170,19.531,27.344,39.551,18.555,0
1579805023.174,28.320,32.227,29.297,34.180,0
1579805023.178,41.992,33.691,29.297,36.621,0
1579805023.182,24.902,21.973,43.457,4.883,0
1579805023.184,30.273,22.461,32.715,35.645,0
1579805023.188,37.109,25.879,23.926,41.016,0
1579805023.192,34.668,31.250,29.297,16.602,0
1579805023.196,31.250,35.645,28.809,20.508,0
1579805023.200,21.484,27.344,38.086,31.738,0
1579805023.204,23.926,26.367,36.133,32.227,0
1579805023.208,30.762,27.344,24.902,33.691,0
1579805023.211,24.902,23.438,36.621,37.598,0
1579805023.215,21.973,24.902,41.016,24.414,0
1579805023.219,33.203,27.344,32.715,27.344,0
1579805023.223,30.273,30.273,33.691,23.926,0
1579805023.227,33.203,31.250,29.297,29.785,0
1579805023.229,45.898,32.227,27.832,44.922,0
1579805023.233,35.645,33.203,31.250,38.574,0
1579805023.237,25.879,28.809,31.738,20.508,0
1579805023.241,29.297,22.949,39.062,26.855,0
1579805023.245,24.414,24.414,40.527,26.367,0
1579805023.249,33.203,31.738,26.855,22.461,0
1579805023.253,36.133,29.785,26.367,20.020,0
1579805023.256,24.902,28.320,32.227,21.973,0
1579805023.260,26.855,28.320,34.180,22.461,0
1579805023.264,38.086,28.320,30.762,28.320,0
1579805023.268,25.391,25.391,33.691,17.578,0
1579805023.272,26.855,31.738,29.297,5.371,0
1579805023.274,42.480,32.715,28.809,15.137,0
1579805023.278,36.133,29.297,34.668,13.672,0
1579805023.282,20.020,26.367,32.715,16.113,0
1579805023.286,14.648,21.484,35.645,12.207,0
1579805023.290,24.902,24.902,30.762,-6.348,0
1579805023.294,31.738,29.297,25.391,20.020,0
1579805023.298,28.320,24.902,36.133,25.391,0
1579805023.301,25.879,27.344,35.645,-18.066,0
1579805023.305,16.602,31.738,37.598,19.043,0
1579805023.309,6.836,31.250,34.180,48.828,0
1579805023.313,13.184,27.832,35.156,15.137,0
1579805023.317,12.207,26.367,42.480,-15.625,0
1579805023.319,16.602,32.715,39.062,14.648,0
1579805023.323,11.230,31.738,41.992,32.715,0
1579805023.327,8.301,33.691,35.156,16.113,0
1579805023.331,34.668,37.109,31.738,27.344,0
1579805023.335,44.434,35.156,31.738,29.297,0
1579805023.339,27.832,34.668,35.156,11.719,0
