,timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
0,1581362808.8370001,-221.19099999999997,-108.887,37.109,-201.66,0.0,0
1,1581362808.841,-203.125,-62.012,48.828,-181.15200000000002,0.0,0
2,1581362808.845,-191.895,-15.137,58.593999999999994,-158.203,0.0,0
3,1581362808.849,-169.43400000000003,-31.25,54.199,-141.113,0.0,0
4,1581362808.853,-133.30100000000002,-25.879,55.663999999999994,-115.723,0.0,0
5,1581362808.857,-117.676,-115.234,52.733999999999995,-89.844,0.0,0
6,1581362808.861,-99.609,-122.07,47.852,-69.336,0.0,0
7,1581362808.8639998,-83.49600000000001,-120.605,34.668,-52.733999999999995,0.0,0
8,1581362808.8679998,-63.965,-264.16,29.785,-32.715,0.0,0
9,1581362808.8720002,-40.527,-60.059,37.109,-3.906,0.0,0
10,1581362808.8760002,-24.901999999999997,145.02,40.039,17.09,0.0,0
11,1581362808.88,-6.348,28.32,35.156,35.156,0.0,0
12,1581362808.8820002,25.879,-6.348,35.645,48.828,0.0,0
13,1581362808.8860002,29.785,126.465,38.086,56.641000000000005,0.0,0
14,1581362808.89,26.366999999999997,154.785,36.621,73.242,0.0,0
15,1581362808.894,43.945,54.199,35.156,82.031,0.0,0
16,1581362808.8979998,56.152,87.891,29.785,77.148,0.0,0
17,1581362808.9020002,70.801,89.844,24.901999999999997,77.148,0.0,0
18,1581362808.9060001,72.75399999999999,-80.078,21.973000000000003,86.426,0.0,0
19,1581362808.909,68.848,-331.543,27.831999999999997,95.70299999999999,0.0,0
20,1581362808.9129999,86.914,-439.45300000000003,23.438000000000002,102.539,0.0,0
21,1581362808.917,88.37899999999999,0.488,16.602,97.16799999999999,0.0,0
22,1581362808.921,72.75399999999999,151.855,23.926,94.727,0.0,0
23,1581362808.925,64.941,89.844,20.02,109.863,0.0,0
24,1581362808.927,73.73,171.875,28.809,106.934,0.0,0
25,1581362808.931,80.566,267.09,37.598,93.262,0.0,0
26,1581362808.935,75.195,166.99200000000002,32.715,95.70299999999999,0.0,0
27,1581362808.939,77.148,-19.531,23.438000000000002,101.56200000000001,0.0,0
28,1581362808.9429998,90.33200000000001,30.761999999999997,23.438000000000002,103.027,0.0,0
29,1581362808.947,100.098,62.988,22.949,101.56200000000001,0.0,0
