timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
1556211573.920,-5.371,-9.766,45.898,27.344,20.020,0
1556211573.924,-7.812,-14.648,41.016,34.668,-4.395,0
1556211573.928,61.035,-8.789,39.551,29.785,0.977,0
1556211573.932,78.125,-0.488,39.062,21.484,45.410,0
1556211573.936,19.043,-4.395,34.668,28.320,41.992,0
1556211573.940,-14.160,-5.371,44.434,36.133,25.879,0
1556211573.944,37.109,-5.371,54.688,34.180,59.082,0
1556211573.947,75.684,0.977,53.223,29.785,100.098,0
1556211573.951,30.273,1.465,54.688,32.715,107.422,0
1556211573.955,-16.113,-5.371,53.223,38.574,52.734,0
1556211573.959,26.855,-4.883,52.246,44.434,40.039,0
1556211573.963,84.961,-7.812,49.316,44.434,76.172,0
1556211573.965,52.734,-15.625,43.945,41.016,93.262,0
1556211573.969,-13.184,-8.789,48.828,45.410,57.129,0
1556211573.973,-0.488,-0.977,53.223,36.133,34.668,0
1556211573.977,64.453,-6.836,54.199,28.320,26.367,0
1556211573.981,74.219,-4.395,53.223,35.156,28.320,0
1556211573.985,11.719,-1.465,48.828,39.551,68.848,0
1556211573.989,-8.301,-6.348,50.293,38.086,88.867,0
1556211573.992,55.176,-0.977,47.363,31.738,107.910,0
1556211573.996,83.008,-8.789,45.898,24.902,107.422,0
1556211574.000,24.902,-16.602,44.434,28.809,78.613,0
1556211574.004,-17.578,-9.766,41.992,30.273,56.641,0
1556211574.008,31.738,-11.719,39.062,22.461,96.680,0
1556211574.010,79.102,-11.230,33.203,20.020,110.840,0
1556211574.014,36.621,-8.789,36.621,28.809,82.031,0
1556211574.018,-23.926,-10.254,42.969,23.438,86.914,0
1556211574.022,8.789,-10.742,46.875,20.996,111.328,0
1556211574.026,77.637,-6.348,46.387,31.250,137.207,0
1556211574.030,58.594,-10.742,47.852,27.832,107.910,0
1556211574.034,-8.301,-19.531,53.711,28.320,91.797,0
1556211574.037,-1.953,-19.531,52.246,25.879,98.633,0
1556211574.041,60.547,-20.996,49.316,16.602,132.812,0
1556211574.045,64.453,-14.160,42.969,13.184,148.926,0
1556211574.049,-8.301,-12.207,33.203,10.254,126.953,0
1556211574.053,-30.273,-20.996,27.832,16.602,124.023,0
1556211574.055,33.691,-24.414,28.809,18.555,118.164,0
1556211574.059,61.035,-19.531,30.273,10.742,115.723,0
1556211574.063,5.859,-13.184,29.297,11.719,118.164,0
1556211574.067,-39.551,-16.113,32.227,13.184,96.680,0
1556211574.071,6.836,-8.789,33.691,16.113,101.074,0
1556211574.075,63.477,-4.395,34.668,15.625,111.328,0
1556211574.079,23.926,-7.812,41.016,18.066,115.723,0
1556211574.082,-42.969,-7.812,47.363,12.207,149.902,0
1556211574.086,-16.113,-0.488,51.758,-5.371,129.883,0
1556211574.090,47.852,5.859,47.852,-8.301,127.930,0
1556211574.094,28.809,1.465,46.387,-17.090,152.344,0
1556211574.098,-45.898,8.789,62.500,-20.508,120.117,0
1556211574.100,-53.711,19.043,70.312,-31.250,108.398,0
1556211574.104,-8.301,15.137,60.059,-59.570,141.113,0
1556211574.108,-8.301,26.367,62.988,-67.871,151.855,0
1556211574.112,-93.262,36.133,69.824,-83.984,125.000,0
1556211574.116,-163.574,34.180,66.895,-114.746,128.418,0
1556211574.120,-128.418,31.250,71.289,-133.301,174.316,0
1556211574.124,-108.887,39.551,77.148,-140.625,179.688,0
1556211574.127,-172.363,43.457,79.590,-142.578,151.855,0
1556211574.131,-234.863,39.551,82.520,-156.738,138.184,0
1556211574.135,-200.684,44.922,82.520,-170.898,145.020,0
1556211574.139,-133.789,42.969,83.496,-171.875,155.762,0
1556211574.143,-157.715,40.527,82.031,-169.434,162.598,0
1556211574.145,-217.285,32.715,82.520,-166.992,160.645,0
1556211574.149,-195.312,28.809,74.219,-165.039,187.500,0
1556211574.153,-118.652,24.414,64.453,-159.180,193.359,0
1556211574.157,-107.422,14.160,69.336,-145.020,167.480,0
1556211574.161,-157.715,15.625,72.266,-121.582,149.414,0
1556211574.165,-146.973,10.254,65.430,-103.516,155.273,0
1556211574.169,-57.617,6.348,48.828,-92.285,165.527,0
1556211574.172,-20.020,-12.207,33.203,-70.801,150.879,0
1556211574.176,-68.848,-25.391,20.996,-52.246,155.273,0
1556211574.180,-81.543,-13.184,17.578,-35.645,187.012,0
1556211574.184,-2.441,-17.090,20.020,-14.160,196.289,0
1556211574.188,59.082,-16.602,18.066,6.348,201.172,0
1556211574.190,33.691,-13.672,19.531,31.250,197.266,0
1556211574.194,-5.859,-19.531,23.926,44.434,184.570,0
1556211574.198,37.109,-24.902,23.438,40.527,175.293,0
1556211574.202,103.027,-24.414,23.926,44.434,164.062,0
1556211574.206,85.938,-20.020,21.973,58.594,179.688,0
1556211574.210,30.273,-16.602,20.996,74.219,169.922,0
1556211574.214,47.363,-24.414,25.879,83.496,142.090,0
1556211574.217,118.652,-33.691,28.320,81.543,152.344,0
1556211574.221,126.953,-25.879,29.297,88.867,164.062,0
1556211574.225,66.406,-20.020,32.227,98.145,152.344,0
1556211574.229,50.781,-26.855,35.645,94.238,133.301,0
1556211574.233,110.352,-34.668,29.785,89.355,154.297,0
1556211574.235,141.113,-35.156,19.043,93.262,157.715,0
1556211574.239,84.473,-29.297,20.020,96.191,107.910,0
1556211574.243,40.039,-24.414,22.949,94.238,117.188,0
1556211574.247,92.773,-25.879,20.996,96.191,129.883,0
1556211574.251,145.508,-30.762,24.414,99.609,106.445,0
1556211574.255,111.328,-28.809,26.367,104.980,111.328,0
1556211574.259,51.758,-28.320,34.668,109.375,75.195,0
1556211574.262,73.730,-29.297,40.039,100.586,80.078,0
1556211574.266,134.277,-28.320,34.668,86.914,114.746,0
1556211574.270,116.211,-29.785,36.621,82.520,119.629,0
1556211574.274,40.039,-31.250,36.621,82.031,98.145,0
1556211574.278,41.504,-33.203,33.203,80.078,76.660,0
1556211574.295,113.281,-30.762,33.691,80.566,114.258,0
1556211574.299,124.023,-31.738,34.180,83.008,84.473,0
1556211574.303,59.570,-34.668,35.156,80.078,53.711,0
1556211574.307,35.156,-26.855,33.691,76.660,59.082,0
1556211574.311,91.797,-22.949,30.762,76.172,62.012,0
1556211574.315,123.535,-28.320,30.273,69.336,60.547,0
1556211574.319,66.406,-28.320,30.273,60.059,39.551,0
1556211574.322,7.812,-22.461,31.250,56.641,65.918,0
1556211574.326,53.223,-22.461,30.273,52.734,60.547,0
1556211574.330,112.305,-15.137,30.762,48.828,27.344,0
1556211574.334,73.242,-11.230,31.250,49.805,1.465,0
1556211574.338,6.836,-13.184,30.762,50.781,19.043,0
1556211574.340,33.203,-20.020,32.715,54.199,18.555,0
1556211574.344,98.633,-23.438,35.645,52.734,6.348,0
