,timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
0,1581366935.188,-25.879,11.23,20.996,-9.766,0.0,0
1,1581366935.1920002,-19.043,14.648,19.043,-8.301,0.0,0
2,1581366935.196,-11.23,15.625,20.02,-4.883,0.0,0
3,1581366935.2,-10.742,18.555,24.414,-4.883,0.0,0
4,1581366935.204,-6.836,23.926,22.461,-5.371,0.0,0
5,1581366935.208,-2.441,13.184,24.902,6.348,0.0,0
6,1581366935.212,-4.883,17.09,36.133,4.883,0.0,0
7,1581366935.215,-3.418,28.809,30.762,6.836,0.0,0
8,1581366935.219,-0.488,22.461,22.461,15.625,0.0,0
9,1581366935.2229998,-2.93,20.508000000000006,23.438,8.789,0.0,0
10,1581366935.2270002,-0.488,20.996,23.926,12.207,0.0,0
11,1581366935.231,-5.859,13.672,24.414,19.531,0.0,0
12,1581366935.2329998,-6.836,13.672,23.438,17.578,0.0,0
13,1581366935.2370002,1.953,12.207,24.414,14.648,0.0,0
14,1581366935.2410002,-6.348,14.16,23.926,15.625,0.0,0
15,1581366935.245,-13.672,17.578,25.391,14.648,0.0,0
16,1581366935.2489998,-9.766,14.16,26.367,11.23,0.0,0
17,1581366935.2529998,-6.836,16.602,20.02,9.766,0.0,0
18,1581366935.2570002,-4.395,17.09,17.09,16.602,0.0,0
19,1581366935.26,0.977,12.207,19.531,14.16,0.0,0
20,1581366935.264,-3.418,12.695,26.367,0.977,0.0,0
21,1581366935.268,-10.254,10.742,24.902,1.953,0.0,0
22,1581366935.272,-5.371,12.207,20.508000000000006,12.695,0.0,0
23,1581366935.276,-10.254,15.625,21.484,9.766,0.0,0
24,1581366935.278,-8.301,19.043,19.043,10.742,0.0,0
25,1581366935.282,-0.977,20.996,18.555,6.836,0.0,0
26,1581366935.286,8.301,13.672,16.602,0.488,0.0,0
27,1581366935.29,9.766,12.695,19.531,3.906,0.0,0
28,1581366935.294,14.16,27.832,24.902,14.16,0.0,0
29,1581366935.298,22.949,32.715,22.461,18.555,0.0,0
30,1581366935.302,16.113,29.297,26.855,14.648,0.0,0
31,1581366935.305,15.137,25.391,27.832,21.484,0.0,0
32,1581366935.309,15.625,28.32,23.926,17.09,0.0,0
33,1581366935.313,5.371,30.273000000000003,28.32,5.371,0.0,0
34,1581366935.3170002,0.488,28.809,29.785,7.812,0.0,0
35,1581366935.321,4.883,30.273000000000003,20.02,10.742,0.0,0
36,1581366935.323,5.859,30.273000000000003,20.02,13.184,0.0,0
37,1581366935.327,16.602,32.227,24.414,29.297,0.0,0
38,1581366935.331,23.926,30.762,24.902,39.551,0.0,0
39,1581366935.335,8.301,18.066,33.203,25.391,0.0,0
40,1581366935.339,-7.324,31.738000000000003,31.25,2.93,0.0,0
41,1581366935.343,-7.812,33.691,24.902,11.719,0.0,0
42,1581366935.347,-6.348,4.395,29.785,20.996,0.0,0
43,1581366935.35,-8.301,3.906,30.762,15.625,0.0,0
44,1581366935.354,-9.766,14.16,31.738000000000003,15.137,0.0,0
45,1581366935.3579998,-19.043,14.16,29.785,10.254,0.0,0
46,1581366935.3620002,-19.043,10.742,29.297,11.23,0.0,0
47,1581366935.3660002,-6.348,15.625,25.879,17.09,0.0,0
48,1581366935.3679998,-6.348,16.113,25.879,26.367,0.0,0
49,1581366935.3720002,-2.93,14.648,30.273000000000003,26.855,0.0,0
